customer_id,gender,age_group,zip,acquisition_channel,signup_date
2308,Non-binary,25-34,15462,organic_search,2020-08-27
2309,Male,35-44,15462,organic_search,2019-12-01
2310,Female,55+,15462,organic_search,2020-11-24
2312,Male,25-34,15463,organic_search,2022-05-25
2313,Female,25-34,15463,organic_search,2021-03-21
2315,Male,45-54,15463,social_media,2019-07-02
2317,Female,25-34,15464,social_media,2021-02-28
2318,Male,55+,15464,paid_search,2021-12-26
2319,Non-binary,55+,15464,organic_search,2015-08-27
2320,Female,55+,15464,organic_search,2022-12-17
2321,Male,35-44,15465,organic_search,2022-02-19
2322,Male,25-34,15465,organic_search,2019-06-14
2323,Male,25-34,15465,referral,2022-01-20
2324,Female,18-24,15465,social_media,2014-08-22
2326,Male,55+,15466,direct,2022-04-16
2327,Female,45-54,15466,organic_search,2019-11-27
2328,Female,25-34,15466,organic_search,2022-11-05
2330,Female,25-34,15466,direct,2020-03-15
2331,Non-binary,35-44,15467,organic_search,2013-04-18
2332,Male,25-34,15467,paid_search,2018-05-13
2333,Male,55+,15467,organic_search,2020-12-07
2334,Female,18-24,15467,social_media,2021-01-02
2335,Female,25-34,15467,organic_search,2021-07-11
2336,Female,45-54,15468,social_media,2021-06-25
2337,Male,25-34,15468,direct,2020-05-07
2338,Female,35-44,15468,referral,2019-10-27
2339,Male,25-34,15468,organic_search,2022-12-26
2340,Male,35-44,15468,organic_search,2021-08-04
2341,Male,45-54,15469,social_media,2020-11-04
2342,Female,55+,15469,organic_search,2019-05-07
2343,Female,45-54,15469,social_media,2013-12-20
2344,Male,18-24,15469,referral,2016-01-19
2345,Female,45-54,15469,social_media,2020-01-25
2347,Male,35-44,15470,email_campaign,2016-04-07
2349,Female,18-24,15470,social_media,2016-09-17
2350,Male,25-34,15470,social_media,2018-12-26
2351,Male,35-44,15472,email_campaign,2020-06-09
2352,Female,25-34,15472,referral,2017-09-10
2353,Female,45-54,15472,paid_search,2020-09-08
2354,Female,55+,15472,referral,2020-08-17
2355,Male,25-34,15472,paid_search,2020-04-11
2356,Male,25-34,15473,organic_search,2022-06-08
2357,Female,18-24,15473,social_media,2019-01-24
2358,Male,25-34,15473,organic_search,2018-11-08
2360,Male,35-44,15473,paid_search,2016-03-31
2362,Female,45-54,15474,organic_search,2022-01-23
2363,Male,55+,15474,email_campaign,2022-04-15
2364,Female,35-44,15474,paid_search,2017-01-27
2366,Female,45-54,15475,organic_search,2018-03-07
2367,Male,25-34,15475,social_media,2017-03-24
2368,Male,35-44,15475,referral,2017-01-03
2369,Male,55+,15475,direct,2021-05-09
2371,Female,18-24,15476,organic_search,2018-01-09
2372,Male,55+,15476,organic_search,2019-12-17
2373,Female,45-54,15476,organic_search,2017-05-17
2374,Female,25-34,15476,referral,2022-01-02
2375,Male,35-44,15476,social_media,2020-03-21
2376,Male,18-24,15477,paid_search,2014-02-23
2377,Male,45-54,15477,email_campaign,2021-10-18
2378,Male,35-44,15477,social_media,2017-07-23
2379,Female,25-34,15477,organic_search,2021-08-15
2380,Male,35-44,15477,paid_search,2019-10-19
2381,Male,18-24,15478,email_campaign,2022-06-30
2382,Male,25-34,15478,paid_search,2017-09-04
2383,Male,35-44,15478,paid_search,2022-11-04
2385,Male,45-54,15478,paid_search,2015-02-19
2386,Male,18-24,15479,paid_search,2015-12-30
2388,Male,25-34,15479,email_campaign,2017-05-30
2389,Female,18-24,15479,paid_search,2019-02-21
2390,Male,18-24,15479,paid_search,2020-06-16
2391,Male,45-54,15480,social_media,2018-05-29
2393,Male,35-44,15480,paid_search,2021-01-30
2394,Female,25-34,15480,organic_search,2021-12-29
2395,Male,25-34,15480,paid_search,2021-08-29
2396,Female,25-34,15482,organic_search,2021-10-10
2397,Female,35-44,15482,direct,2021-07-30
2398,Female,35-44,15482,social_media,2019-05-18
2400,Male,25-34,15482,social_media,2021-10-27
2402,Female,45-54,15483,organic_search,2022-07-03
2403,Female,25-34,15483,referral,2018-10-27
2404,Female,35-44,15483,social_media,2021-10-19
2405,Female,35-44,15483,paid_search,2015-08-25
2406,Female,25-34,15484,paid_search,2016-07-31
2407,Female,45-54,15484,paid_search,2016-04-19
2408,Male,25-34,15484,organic_search,2018-11-29
2409,Male,45-54,15484,organic_search,2017-05-09
2410,Male,25-34,15484,direct,2022-05-30
2411,Male,18-24,15485,organic_search,2020-12-08
2412,Female,35-44,15485,paid_search,2020-02-02
2413,Male,18-24,15485,social_media,2016-08-25
2414,Female,25-34,15485,organic_search,2019-09-30
2415,Male,18-24,15485,social_media,2017-05-24
2416,Male,25-34,15486,organic_search,2021-12-19
2417,Female,45-54,15486,organic_search,2022-05-30
2418,Male,25-34,15486,paid_search,2022-01-15
2420,Female,25-34,15486,email_campaign,2021-04-24
2421,Female,18-24,15488,paid_search,2020-09-30
2422,Male,25-34,15488,organic_search,2016-09-09
2423,Female,25-34,15488,direct,2019-01-06
2424,Male,55+,15488,organic_search,2020-05-25
2425,Female,25-34,15488,organic_search,2014-11-26
2426,Female,25-34,15489,social_media,2019-06-30
2427,Female,35-44,15489,paid_search,2013-03-27
2428,Female,18-24,15489,social_media,2016-08-16
2431,Male,35-44,15490,organic_search,2020-11-20
2432,Female,45-54,15490,organic_search,2020-10-18
2433,Female,55+,15490,social_media,2022-05-06
2434,Female,25-34,15490,email_campaign,2020-01-23
2436,Male,45-54,15501,paid_search,2020-09-27
2437,Female,45-54,15501,social_media,2015-08-09
2438,Male,35-44,15501,paid_search,2014-03-17
2439,Male,55+,15501,organic_search,2022-11-27
2440,Male,45-54,15501,paid_search,2018-10-05
2441,Female,25-34,15502,paid_search,2018-07-23
2442,Male,25-34,15502,paid_search,2021-03-02
2443,Female,35-44,15502,direct,2017-02-18
2444,Male,35-44,15502,social_media,2020-06-15
2445,Female,18-24,15502,social_media,2022-10-09
2446,Female,25-34,15520,referral,2022-12-09
2447,Male,45-54,15520,direct,2021-04-08
2448,Female,25-34,15520,organic_search,2016-03-19
2449,Female,35-44,15520,organic_search,2016-03-26
2452,Female,35-44,15521,email_campaign,2019-07-29
2454,Female,25-34,15521,social_media,2014-07-24
2455,Female,25-34,15521,referral,2022-08-07
2456,Male,35-44,15522,organic_search,2021-03-29
2458,Male,25-34,15522,organic_search,2016-01-04
2460,Male,45-54,15522,social_media,2022-11-01
2461,Female,35-44,15530,paid_search,2018-10-29
2463,Non-binary,35-44,15530,organic_search,2020-05-21
2464,Male,25-34,15530,social_media,2019-05-21
2466,Female,45-54,15531,email_campaign,2020-04-14
2469,Female,45-54,15531,referral,2018-02-02
2471,Female,45-54,15532,paid_search,2021-08-02
2472,Female,35-44,15532,organic_search,2019-05-29
2473,Female,45-54,15532,organic_search,2022-07-16
2474,Female,35-44,15532,organic_search,2021-12-11
2475,Male,55+,15532,paid_search,2017-02-05
2476,Male,25-34,15534,social_media,2016-09-02
2477,Female,35-44,15534,organic_search,2017-09-08
2478,Female,25-34,15534,paid_search,2017-09-10
2479,Male,25-34,15534,referral,2015-01-20
2480,Female,25-34,15534,referral,2019-05-29
2481,Female,55+,15535,organic_search,2018-08-19
2482,Female,25-34,15535,referral,2021-03-06
2483,Male,35-44,15535,paid_search,2019-02-12
2484,Male,35-44,15535,referral,2022-06-28
2485,Female,45-54,15535,organic_search,2018-09-23
2486,Female,35-44,15537,organic_search,2018-06-20
2489,Male,35-44,15537,organic_search,2022-04-21
2490,Male,25-34,15537,social_media,2015-11-13
2496,Male,25-34,15540,paid_search,2016-06-17
2498,Non-binary,18-24,15540,direct,2018-04-02
2499,Female,35-44,15540,email_campaign,2022-07-18
2501,Male,35-44,15541,paid_search,2022-11-28
2502,Female,25-34,15541,paid_search,2022-04-12
2503,Male,18-24,15541,organic_search,2020-09-30
2504,Male,18-24,15541,email_campaign,2021-07-02
2505,Male,35-44,15541,organic_search,2018-06-26
2506,Female,35-44,15542,paid_search,2020-01-18
2507,Female,25-34,15542,social_media,2020-05-28
2508,Male,55+,15542,paid_search,2021-12-13
2510,Female,35-44,15542,email_campaign,2015-10-28
2511,Male,45-54,15544,email_campaign,2020-12-23
2512,Male,25-34,15544,paid_search,2018-08-07
2514,Male,25-34,15544,social_media,2019-08-07
2516,Female,18-24,15545,paid_search,2019-02-26
2517,Female,55+,15545,referral,2012-08-19
2518,Male,25-34,15545,organic_search,2022-12-31
2519,Female,45-54,15545,email_campaign,2022-09-13
2520,Male,35-44,15545,paid_search,2022-09-08
2521,Male,35-44,15546,organic_search,2020-06-19
2522,Male,45-54,15546,email_campaign,2022-03-10
2523,Male,35-44,15546,paid_search,2019-06-27
2524,Female,45-54,15546,email_campaign,2015-02-26
2525,Female,25-34,15546,paid_search,2021-02-20
2526,Male,25-34,15547,email_campaign,2017-11-03
2527,Male,18-24,15547,paid_search,2020-03-12
2528,Non-binary,25-34,15547,social_media,2017-10-04
2529,Male,18-24,15547,paid_search,2018-06-26
2531,Male,18-24,15548,direct,2019-04-09
2532,Male,35-44,15548,email_campaign,2021-07-03
2533,Male,45-54,15548,organic_search,2021-05-29
2534,Male,25-34,15548,email_campaign,2020-09-16
2535,Male,45-54,15548,direct,2019-05-02
2536,Female,35-44,15549,paid_search,2022-04-30
2537,Male,35-44,15549,social_media,2014-10-05
2538,Non-binary,55+,15549,referral,2015-12-14
2540,Female,25-34,15549,direct,2020-06-23
2541,Male,35-44,15550,email_campaign,2016-05-31
2543,Female,25-34,15550,email_campaign,2020-04-22
2544,Female,35-44,15550,paid_search,2012-05-03
2546,Male,55+,15551,social_media,2017-08-18
2547,Female,25-34,15551,paid_search,2022-05-16
2548,Male,25-34,15551,social_media,2016-07-19
2549,Female,35-44,15551,organic_search,2022-01-29
2550,Female,25-34,15551,organic_search,2016-12-28
2552,Male,55+,15552,social_media,2018-07-20
2553,Female,25-34,15552,direct,2022-02-11
2554,Female,45-54,15552,organic_search,2018-04-05
2555,Male,25-34,15552,organic_search,2019-08-17
2557,Male,25-34,15554,organic_search,2017-02-03
2558,Female,35-44,15554,organic_search,2019-11-15
2559,Male,25-34,15554,organic_search,2018-11-30
2560,Female,45-54,15554,email_campaign,2022-06-15
2561,Female,18-24,15557,direct,2018-01-20
2562,Female,55+,15557,organic_search,2022-02-13
2563,Female,45-54,15557,referral,2022-06-27
2564,Male,45-54,15557,direct,2012-06-04
2565,Female,35-44,15557,direct,2020-08-19
2566,Male,35-44,15558,paid_search,2016-07-24
2567,Female,18-24,15558,social_media,2017-12-13
2568,Female,45-54,15558,social_media,2022-04-23
2569,Female,55+,15558,organic_search,2013-03-20
2570,Male,18-24,15558,paid_search,2022-06-05
2573,Female,25-34,15559,referral,2020-02-16
2574,Female,25-34,15559,referral,2016-07-20
2575,Male,45-54,15559,paid_search,2015-05-03
2576,Male,55+,15560,paid_search,2019-09-28
2577,Female,25-34,15560,organic_search,2022-09-08
2578,Male,35-44,15560,social_media,2016-01-04
2579,Male,35-44,15560,social_media,2019-01-01
2581,Female,35-44,15562,organic_search,2016-08-20
2582,Male,18-24,15562,social_media,2022-12-29
2583,Male,25-34,15562,email_campaign,2022-11-06
2584,Male,25-34,15562,organic_search,2016-07-26
2586,Female,35-44,15563,social_media,2016-09-24
2587,Female,18-24,15563,organic_search,2021-02-08
2588,Male,25-34,15563,organic_search,2013-02-28
2589,Male,35-44,15563,social_media,2022-01-29
2590,Male,45-54,15563,paid_search,2020-04-18
2591,Male,35-44,15564,organic_search,2022-08-16
2592,Male,25-34,15564,direct,2021-11-27
2593,Female,18-24,15564,referral,2016-11-14
2594,Female,35-44,15564,referral,2020-01-09
2595,Male,25-34,15564,social_media,2022-05-11
2597,Female,55+,15601,referral,2015-09-09
2598,Female,55+,15601,organic_search,2015-12-21
2599,Male,35-44,15601,referral,2022-11-04
2600,Female,45-54,15601,organic_search,2021-08-07
2601,Male,45-54,15605,organic_search,2019-10-01
2603,Female,25-34,15605,social_media,2019-01-06
2604,Male,45-54,15605,paid_search,2016-09-06
2605,Female,45-54,15605,organic_search,2018-08-01
2606,Female,35-44,15606,paid_search,2015-08-21
2607,Male,55+,15606,email_campaign,2021-04-20
2608,Male,25-34,15606,email_campaign,2021-09-07
2609,Female,45-54,15606,paid_search,2021-09-29
2611,Female,55+,15610,paid_search,2022-05-22
2613,Female,45-54,15610,organic_search,2022-02-22
2614,Non-binary,45-54,15610,referral,2018-11-14
2615,Female,45-54,15610,organic_search,2020-12-30
2616,Male,45-54,15611,organic_search,2020-12-03
2617,Male,45-54,15611,referral,2022-10-23
2618,Male,45-54,15611,social_media,2018-10-19
2619,Female,45-54,15611,paid_search,2014-12-06
2622,Female,45-54,15612,organic_search,2020-10-17
2623,Male,45-54,15612,organic_search,2016-03-16
2624,Male,35-44,15612,paid_search,2020-11-02
2625,Female,25-34,15612,organic_search,2021-08-20
2626,Male,35-44,15613,paid_search,2021-02-01
2630,Female,25-34,15613,organic_search,2016-07-19
2632,Male,35-44,15615,organic_search,2021-06-04
2633,Female,25-34,15615,organic_search,2019-07-24
2634,Male,25-34,15615,social_media,2022-05-01
2635,Male,35-44,15615,organic_search,2022-12-01
2637,Male,18-24,15616,social_media,2022-12-21
2638,Male,35-44,15616,social_media,2013-08-17
2639,Female,35-44,15616,social_media,2015-04-05
2640,Male,55+,15616,email_campaign,2018-05-28
2641,Male,45-54,15617,paid_search,2014-07-04
2642,Female,45-54,15617,organic_search,2015-01-31
2644,Male,45-54,15617,organic_search,2020-11-24
2645,Male,45-54,15617,organic_search,2021-11-29
2646,Male,25-34,15618,paid_search,2020-11-06
2647,Female,18-24,15618,direct,2020-01-23
2648,Female,25-34,15618,paid_search,2022-06-22
2649,Male,35-44,15618,organic_search,2015-08-07
2650,Male,45-54,15618,organic_search,2021-02-27
2651,Male,45-54,15619,social_media,2021-10-24
2652,Male,35-44,15619,organic_search,2018-08-03
2653,Female,35-44,15619,email_campaign,2018-12-18
2654,Female,55+,15619,referral,2020-12-09
2655,Female,25-34,15619,paid_search,2017-08-22
2657,Female,45-54,15620,direct,2021-02-26
2658,Female,25-34,15620,organic_search,2019-10-26
2659,Male,25-34,15620,social_media,2021-12-15
2661,Male,25-34,15622,organic_search,2022-04-26
2662,Male,35-44,15622,organic_search,2015-03-23
2663,Male,25-34,15622,social_media,2022-06-13
2664,Male,35-44,15622,paid_search,2022-09-05
2666,Female,35-44,15623,direct,2015-01-07
2667,Male,35-44,15623,organic_search,2015-09-05
2668,Female,25-34,15623,organic_search,2020-03-29
2669,Female,35-44,15623,organic_search,2020-06-02
2670,Female,35-44,15623,organic_search,2021-10-03
2671,Male,45-54,15624,social_media,2018-12-15
2672,Male,25-34,15624,social_media,2022-10-07
2673,Female,35-44,15624,organic_search,2022-10-04
2674,Male,55+,15624,organic_search,2016-04-29
2675,Non-binary,55+,15624,organic_search,2022-07-08
2676,Female,25-34,15625,referral,2022-06-21
2677,Male,35-44,15625,social_media,2017-01-24
2679,Male,25-34,15625,paid_search,2021-01-15
2681,Male,18-24,15626,paid_search,2022-08-12
2682,Female,18-24,15626,direct,2017-02-11
2683,Female,35-44,15626,social_media,2016-06-17
2685,Female,35-44,15626,referral,2018-06-27
2687,Male,25-34,15627,social_media,2022-12-24
2688,Female,35-44,15627,referral,2014-02-25
2690,Male,25-34,15627,paid_search,2018-07-11
2691,Female,45-54,15628,organic_search,2015-03-03
2692,Male,25-34,15628,social_media,2022-07-20
2693,Male,18-24,15628,direct,2021-06-29
2694,Female,25-34,15628,paid_search,2015-06-24
2695,Male,45-54,15628,social_media,2020-06-08
2696,Male,45-54,15629,paid_search,2019-07-04
2697,Male,25-34,15629,paid_search,2020-11-02
2698,Male,25-34,15629,paid_search,2021-05-31
2699,Male,45-54,15629,organic_search,2019-08-02
2700,Male,35-44,15629,email_campaign,2018-04-27
2701,Female,35-44,15631,organic_search,2016-01-07
2702,Female,35-44,15631,organic_search,2021-06-21
2703,Female,18-24,15631,direct,2022-08-17
2704,Female,35-44,15631,direct,2017-12-24
2705,Female,25-34,15631,paid_search,2020-12-01
2706,Male,25-34,15632,email_campaign,2014-08-19
2708,Female,18-24,15632,paid_search,2018-03-10
2709,Male,35-44,15632,organic_search,2020-08-03
2710,Female,25-34,15632,organic_search,2019-09-27
2711,Female,18-24,15633,paid_search,2016-11-06
2714,Female,45-54,15633,social_media,2021-04-18
2716,Male,25-34,15634,organic_search,2022-10-04
2717,Female,35-44,15634,direct,2020-02-05
2718,Male,35-44,15634,email_campaign,2019-02-04
2719,Female,25-34,15634,organic_search,2020-01-26
2720,Male,25-34,15634,email_campaign,2022-08-11
2721,Male,25-34,15636,email_campaign,2018-07-07
2722,Female,35-44,15636,social_media,2015-07-01
2723,Male,25-34,15636,paid_search,2019-08-21
2724,Female,55+,15636,organic_search,2020-11-09
2726,Male,25-34,15637,email_campaign,2017-04-20
2730,Female,25-34,15637,social_media,2015-04-17
2731,Male,45-54,15638,social_media,2020-07-11
2732,Female,45-54,15638,organic_search,2018-08-24
2734,Male,18-24,15638,paid_search,2019-02-26
2735,Male,35-44,15638,organic_search,2021-04-19
2736,Female,25-34,15639,organic_search,2013-02-16
2737,Female,35-44,15639,organic_search,2017-08-09
2738,Male,25-34,15639,email_campaign,2021-05-21
2739,Female,35-44,15639,email_campaign,2018-11-23
2740,Female,18-24,15639,direct,2021-11-12
2741,Female,25-34,15640,organic_search,2020-07-07
2742,Male,18-24,15640,email_campaign,2021-08-13
2743,Male,45-54,15640,email_campaign,2020-10-12
2744,Female,35-44,15640,organic_search,2022-12-27
2745,Male,35-44,15640,organic_search,2017-07-13
2747,Male,35-44,15641,email_campaign,2022-11-25
2748,Male,18-24,15641,direct,2018-03-12
2749,Male,18-24,15641,paid_search,2013-01-04
2750,Female,25-34,15641,organic_search,2020-01-03
2751,Male,55+,15642,organic_search,2018-01-15
2752,Female,55+,15642,organic_search,2019-05-12
2756,Male,25-34,15644,paid_search,2012-06-28
2757,Female,35-44,15644,social_media,2022-02-18
2759,Male,25-34,15644,social_media,2022-08-29
2760,Female,35-44,15644,email_campaign,2016-01-15
2761,Male,25-34,15646,social_media,2021-02-06
2762,Male,25-34,15646,social_media,2018-02-08
2763,Male,25-34,15646,social_media,2020-10-08
2764,Female,55+,15646,social_media,2015-01-25
2766,Male,18-24,15647,social_media,2022-07-18
2767,Female,45-54,15647,email_campaign,2015-10-27
2770,Female,55+,15647,social_media,2021-01-05
2771,Female,35-44,15650,paid_search,2022-06-19
2772,Male,35-44,15650,email_campaign,2019-08-20
2774,Female,35-44,15650,social_media,2015-08-26
2775,Female,35-44,15650,paid_search,2015-11-15
2776,Female,25-34,15655,direct,2016-07-29
2778,Male,45-54,15655,email_campaign,2015-06-06
2779,Female,55+,15655,organic_search,2021-06-03
2780,Female,18-24,15655,paid_search,2020-03-31
2782,Female,35-44,15656,direct,2018-02-01
2783,Male,35-44,15656,referral,2018-05-23
2784,Female,18-24,15656,social_media,2019-01-08
2786,Female,55+,15658,email_campaign,2022-06-19
2787,Female,18-24,15658,paid_search,2022-09-20
2788,Male,55+,15658,organic_search,2019-01-20
2789,Male,35-44,15658,organic_search,2018-07-11
2790,Male,35-44,15658,organic_search,2015-06-05
2791,Male,25-34,15661,email_campaign,2017-08-20
2793,Male,55+,15661,organic_search,2021-07-23
2794,Female,55+,15661,email_campaign,2016-12-07
2795,Male,25-34,15661,email_campaign,2017-01-27
2796,Male,45-54,15662,email_campaign,2020-07-15
2797,Female,18-24,15662,email_campaign,2019-12-22
2798,Female,45-54,15662,organic_search,2021-02-25
2800,Female,55+,15662,paid_search,2017-09-13
2801,Female,18-24,15663,organic_search,2018-12-11
2802,Male,25-34,15663,referral,2018-06-10
2803,Male,35-44,15663,paid_search,2016-05-03
2804,Female,18-24,15663,organic_search,2016-12-20
2805,Male,25-34,15663,organic_search,2022-05-09
2807,Female,18-24,15665,paid_search,2022-06-08
2808,Non-binary,45-54,15665,referral,2014-07-09
2810,Male,25-34,15665,organic_search,2019-02-28
2811,Female,35-44,15666,referral,2015-10-14
2812,Female,55+,15666,organic_search,2018-03-26
2813,Male,35-44,15666,organic_search,2019-06-17
2814,Male,25-34,15666,organic_search,2020-12-16
2815,Female,35-44,15666,social_media,2022-04-15
2816,Female,25-34,15668,organic_search,2018-05-19
2818,Female,35-44,15668,organic_search,2014-03-19
2819,Female,35-44,15668,paid_search,2019-12-14
2820,Female,35-44,15668,social_media,2020-05-29
2821,Female,18-24,15670,email_campaign,2022-10-24
2822,Male,18-24,15670,direct,2018-04-03
2823,Female,18-24,15670,paid_search,2020-07-01
2825,Female,35-44,15670,paid_search,2016-09-05
2826,Female,25-34,15671,referral,2013-05-18
2829,Male,25-34,15671,paid_search,2016-07-11
2831,Female,55+,15672,paid_search,2019-08-19
2832,Male,25-34,15672,paid_search,2021-12-04
2833,Male,35-44,15672,paid_search,2022-01-14
2834,Female,18-24,15672,social_media,2021-07-16
2835,Female,45-54,15672,referral,2018-05-13
2837,Female,18-24,15673,organic_search,2013-11-09
2838,Male,18-24,15673,organic_search,2015-03-08
2840,Male,45-54,15673,organic_search,2020-04-29
2841,Female,55+,15675,social_media,2016-06-29
2844,Male,55+,15675,organic_search,2019-03-15
2845,Female,18-24,15675,direct,2014-08-05
2846,Male,25-34,15676,social_media,2020-06-28
2847,Female,35-44,15676,organic_search,2017-02-16
2848,Male,45-54,15676,direct,2021-06-21
2850,Male,35-44,15676,paid_search,2019-11-10
2851,Male,45-54,15677,social_media,2014-02-26
2852,Male,25-34,15677,organic_search,2022-05-02
2853,Female,25-34,15677,organic_search,2017-03-15
2854,Female,35-44,15677,email_campaign,2017-10-18
2855,Female,55+,15677,direct,2017-05-31
2856,Female,35-44,15678,paid_search,2018-08-14
2858,Male,18-24,15678,direct,2014-05-03
2859,Female,35-44,15678,social_media,2021-11-02
2860,Female,18-24,15678,social_media,2018-03-15
2861,Female,25-34,15679,email_campaign,2018-10-18
2862,Male,25-34,15679,organic_search,2020-01-10
2863,Male,45-54,15679,referral,2021-04-11
2864,Male,35-44,15679,email_campaign,2015-02-05
2865,Male,25-34,15679,direct,2018-08-13
2866,Female,55+,15680,paid_search,2016-08-21
2867,Female,25-34,15680,organic_search,2017-08-03
2869,Male,18-24,15680,email_campaign,2021-01-24
2870,Female,18-24,15680,organic_search,2021-12-05
2875,Female,35-44,15681,direct,2019-06-30
2876,Male,35-44,15682,paid_search,2021-03-23
2877,Male,18-24,15682,organic_search,2020-09-14
2879,Male,35-44,15682,direct,2020-11-11
2880,Male,35-44,15682,email_campaign,2019-10-17
2881,Female,35-44,15683,referral,2017-04-22
2882,Male,45-54,15683,organic_search,2019-01-23
2883,Male,18-24,15683,email_campaign,2017-11-09
2886,Female,35-44,15684,paid_search,2015-01-13
2888,Male,35-44,15684,paid_search,2021-02-04
2889,Female,18-24,15684,social_media,2022-12-12
2892,Female,35-44,15685,paid_search,2015-12-18
2893,Male,25-34,15685,social_media,2022-02-17
2894,Female,45-54,15685,referral,2018-06-17
2897,Male,55+,15686,email_campaign,2014-12-19
2899,Female,25-34,15686,paid_search,2017-11-10
2902,Female,55+,15687,paid_search,2019-06-14
2905,Female,18-24,15687,social_media,2017-04-02
2906,Female,55+,15688,organic_search,2021-08-16
2908,Female,25-34,15688,organic_search,2022-06-10
2910,Female,45-54,15688,social_media,2014-02-09
2911,Female,25-34,15689,referral,2022-06-18
2913,Female,25-34,15689,organic_search,2021-05-21
2914,Non-binary,25-34,15689,email_campaign,2021-05-19
2915,Non-binary,18-24,15689,social_media,2017-06-06
2918,Female,45-54,15690,organic_search,2020-10-09
2919,Female,35-44,15690,social_media,2018-12-15
2920,Female,45-54,15690,organic_search,2020-10-03
2921,Female,25-34,15692,paid_search,2015-10-06
2922,Male,25-34,15692,paid_search,2018-01-13
2923,Non-binary,18-24,15692,direct,2017-11-08
2924,Female,35-44,15692,referral,2021-01-26
2925,Male,25-34,15692,paid_search,2012-05-04
2927,Male,18-24,15693,paid_search,2017-08-13
2928,Male,35-44,15693,organic_search,2016-07-10
2929,Female,18-24,15693,paid_search,2022-08-02
2932,Female,55+,15696,referral,2019-02-11
2933,Male,55+,15696,organic_search,2013-11-11
2934,Female,55+,15696,organic_search,2021-07-29
2936,Male,55+,15697,organic_search,2022-12-31
2940,Male,25-34,15697,organic_search,2019-08-24
2942,Female,45-54,15698,social_media,2019-11-13
2943,Male,35-44,15698,organic_search,2015-12-25
2944,Female,25-34,15698,paid_search,2018-11-14
2945,Male,45-54,15698,organic_search,2016-08-16
2946,Female,25-34,15701,email_campaign,2016-12-19
2950,Female,25-34,15701,organic_search,2022-01-27
2951,Female,25-34,15710,organic_search,2017-03-23
2953,Female,45-54,15710,organic_search,2022-05-30
2956,Female,35-44,15711,paid_search,2017-11-29
2957,Non-binary,35-44,15711,organic_search,2021-08-05
2958,Female,45-54,15711,email_campaign,2017-03-29
2959,Female,45-54,15711,organic_search,2018-12-05
2960,Female,55+,15711,organic_search,2022-05-16
2961,Male,55+,15712,referral,2016-06-20
2962,Female,45-54,15712,social_media,2022-09-02
2965,Female,35-44,15712,organic_search,2019-10-29
2968,Female,35-44,15714,organic_search,2014-04-05
2969,Female,45-54,15714,organic_search,2021-09-14
2972,Female,25-34,15715,paid_search,2017-11-18
2973,Female,25-34,15715,email_campaign,2021-05-27
2975,Male,45-54,15715,organic_search,2016-09-11
2976,Male,35-44,15717,paid_search,2022-10-16
2977,Female,25-34,15717,organic_search,2018-02-07
2979,Female,45-54,15717,referral,2017-02-16
2981,Male,35-44,15721,paid_search,2015-09-25
2982,Non-binary,45-54,15721,direct,2022-07-11
2983,Female,55+,15721,email_campaign,2021-12-29
2985,Male,35-44,15721,social_media,2020-05-10
2986,Female,55+,15722,referral,2018-06-11
2987,Male,25-34,15722,paid_search,2018-04-01
2988,Male,45-54,15722,social_media,2015-04-07
2989,Female,45-54,15722,email_campaign,2018-05-04
2990,Male,45-54,15722,paid_search,2016-02-12
2991,Male,18-24,15724,paid_search,2012-06-17
2992,Male,25-34,15724,social_media,2019-10-08
2993,Female,25-34,15724,organic_search,2022-09-12
2996,Male,25-34,15725,organic_search,2020-10-12
2997,Female,25-34,15725,social_media,2019-09-12
2998,Female,25-34,15725,organic_search,2021-03-28
2999,Male,18-24,15725,email_campaign,2015-12-28
3000,Male,45-54,15725,paid_search,2020-08-28
3002,Male,18-24,15727,social_media,2022-02-01
3003,Male,35-44,15727,social_media,2022-05-13
3004,Female,35-44,15727,social_media,2017-01-18
3005,Female,45-54,15727,social_media,2015-05-28
3007,Male,45-54,15728,social_media,2018-10-17
3008,Male,55+,15728,organic_search,2019-01-23
3010,Male,35-44,15728,paid_search,2015-06-01
3011,Male,18-24,15729,social_media,2017-02-28
3012,Female,18-24,15729,social_media,2019-08-31
3013,Female,45-54,15729,referral,2022-09-11
3014,Male,55+,15729,referral,2021-03-31
3016,Male,35-44,15730,social_media,2015-10-28
3017,Female,35-44,15730,organic_search,2021-08-20
3018,Female,25-34,15730,direct,2021-10-17
3019,Male,55+,15730,organic_search,2020-09-08
3020,Male,18-24,15730,email_campaign,2014-03-18
3022,Female,35-44,15731,referral,2017-01-31
3024,Female,55+,15731,referral,2016-12-17
3025,Male,45-54,15731,paid_search,2015-12-27
3026,Non-binary,35-44,15732,social_media,2017-09-03
3027,Female,25-34,15732,organic_search,2017-06-15
3028,Female,45-54,15732,organic_search,2022-06-09
3029,Female,35-44,15732,paid_search,2022-08-15
3030,Male,45-54,15732,email_campaign,2022-09-05
3031,Female,35-44,15733,organic_search,2018-06-11
3032,Female,25-34,15733,organic_search,2018-08-21
3033,Female,55+,15733,paid_search,2018-02-05
3034,Male,35-44,15733,referral,2014-10-17
3035,Female,45-54,15733,social_media,2021-06-15
3037,Male,35-44,15736,direct,2016-11-27
3038,Female,18-24,15736,organic_search,2019-07-07
3039,Male,25-34,15736,social_media,2020-03-05
