product_id,product_name,category,segment,size,color,price,cogs
2174,PhoenixWear UC-04,Streetwear,Everyday,L,white,5039.37,2880.5
2175,PhoenixWear UC-05,Streetwear,Everyday,XL,purple,5666.85,3381.41
2176,PhoenixWear UC-06,Streetwear,Everyday,S,green,8819.37,7504.4
2177,PhoenixWear UC-07,Streetwear,Everyday,M,silver,7876.34,5431.52
2178,PhoenixWear UC-08,Streetwear,Everyday,L,pink,10331.37,9814.8
2179,PhoenixWear UC-09,Streetwear,Everyday,XL,yellow,9154.69,7143.41
2180,PhoenixWear UC-10,Streetwear,Everyday,S,red,5147.28,4889.92
2181,PhoenixWear UC-11,Streetwear,Everyday,M,black,9449.37,8976.9
2182,PhoenixWear UC-12,Streetwear,Everyday,L,orange,9449.37,8976.9
2183,PhoenixWear UC-13,Streetwear,Everyday,XL,blue,8685.85,8251.56
2184,PhoenixWear UC-14,Streetwear,Everyday,S,white,10003.17,9503.01
2185,PhoenixWear UC-15,Streetwear,Everyday,M,purple,10064.3,6988.65
2186,PhoenixWear UC-16,Streetwear,Everyday,L,green,5332.65,4611.67
2353,VietMotion UC-01,Streetwear,Everyday,M,blue,5207.48,4504.99
2354,VietMotion UC-02,Streetwear,Everyday,L,white,4403.3,4183.14
2355,VietMotion UC-03,Streetwear,Everyday,XL,purple,7179.43,5081.6
2356,VietMotion UC-04,Streetwear,Everyday,S,green,8744.4,5883.23
2357,VietMotion UC-05,Streetwear,Everyday,M,silver,37.7,21.52
2358,VietMotion UC-06,Streetwear,Everyday,L,pink,28.39,15.69
2359,VietMotion UC-07,Streetwear,Everyday,XL,yellow,5399.83,3136.76
2360,VietMotion UC-08,Streetwear,Everyday,S,red,7081.98,5403.55
2361,VietMotion UC-09,Streetwear,Everyday,M,black,7197.01,6837.16
2362,VietMotion UC-10,Streetwear,Everyday,L,orange,25.26,14.35
2363,VietMotion UC-11,Streetwear,Everyday,XL,blue,11768.96,11180.51
2364,VietMotion UC-12,Streetwear,Everyday,S,white,42.3,25.73
2365,VietMotion UC-13,Streetwear,Everyday,M,purple,6423.1,4688.22
2366,VietMotion UC-14,Streetwear,Everyday,L,green,5124.65,4868.42
2367,VietMotion UC-15,Streetwear,Everyday,XL,silver,5855.09,3272.41
2368,VietMotion UC-16,Streetwear,Everyday,S,pink,9060.46,5234.23
2369,VietMotion UC-17,Streetwear,Everyday,M,yellow,5168.69,2624.14
2370,VietMotion UC-18,Streetwear,Everyday,L,red,8898.12,4748.93
2371,VietMotion UC-19,Streetwear,Everyday,XL,black,6958.3,4658.58
2372,VietMotion UC-20,Streetwear,Everyday,S,orange,4787.37,2481.77
2373,VietMotion UC-21,Streetwear,Everyday,M,blue,7213.41,4297.75
2374,VietMotion UC-22,Streetwear,Everyday,L,white,7830.72,5726.61
2375,VietMotion UC-23,Streetwear,Everyday,XL,purple,8378.37,5122.54
2376,VietMotion UC-24,Streetwear,Everyday,S,green,8381.72,7962.63
2377,VietMotion UC-25,Streetwear,Everyday,M,silver,10451.7,9744.12
2378,VietMotion UC-26,Streetwear,Everyday,L,pink,9752.4,9264.78
2379,VietMotion UC-27,Streetwear,Everyday,XL,yellow,2324.01,2207.81
2380,VietMotion UC-28,Streetwear,Everyday,S,red,3754.71,2446.94
2381,VietMotion UC-29,Streetwear,Everyday,M,black,7536.5,7159.68
2382,VietMotion UC-30,Streetwear,Everyday,L,orange,50.02,29.62
2383,VietMotion UC-31,Streetwear,Everyday,XL,blue,48.06,30.73
2384,VietMotion UC-32,Streetwear,Everyday,S,white,7792.53,4305.37
2385,VietMotion UC-33,Streetwear,Everyday,M,purple,9105.6,6343.87
2386,VietMotion UC-34,Streetwear,Everyday,L,green,23.67,14.95
2387,VietMotion UC-35,Streetwear,Everyday,XL,silver,6091.45,4494.27
2388,VietMotion UC-36,Streetwear,Everyday,S,pink,3825.87,2462.33
2389,VietMotion UC-37,Streetwear,Everyday,M,yellow,10194.3,9156.52
2390,VietMotion UC-38,Streetwear,Everyday,L,red,29.26,17.09
2391,VietMotion UC-39,Streetwear,Everyday,XL,black,9057.27,8604.4
173,DragonWear UE-01,Streetwear,Performance,M,blue,12869.2,10770.23
174,DragonWear UE-02,Streetwear,Performance,L,white,8386.03,7570.07
175,DragonWear UE-03,Streetwear,Performance,XL,purple,7553.7,7176.02
176,DragonWear UE-04,Streetwear,Performance,S,green,9216.9,7344.95
177,DragonWear UE-05,Streetwear,Performance,M,silver,9443.35,8471.63
178,DragonWear UE-06,Streetwear,Performance,L,pink,6268.5,3509.73
179,DragonWear UE-07,Streetwear,Performance,XL,yellow,37.81,21.77
180,DragonWear UE-08,Streetwear,Performance,S,red,9746.47,9106.13
181,DragonWear UE-09,Streetwear,Performance,M,black,8498.7,8073.76
182,DragonWear UE-10,Streetwear,Performance,L,orange,16000.57,12051.63
183,DragonWear UE-11,Streetwear,Performance,XL,blue,9191.45,8731.87
184,DragonWear UE-12,Streetwear,Performance,S,white,48.92,28.76
185,DragonWear UE-13,Streetwear,Performance,M,purple,9741.69,5492.37
186,DragonWear UE-14,Streetwear,Performance,L,green,27.34,16.65
187,DragonWear UE-15,Streetwear,Performance,XL,silver,8798.35,7129.3
188,DragonWear UE-16,Streetwear,Performance,S,pink,9261.0,6645.69
513,SaigonFlex UE-01,Streetwear,Performance,M,blue,5635.85,4186.31
514,SaigonFlex UE-02,Streetwear,Performance,L,white,5606.58,4206.06
515,SaigonFlex UE-03,Streetwear,Performance,XL,purple,6514.16,3614.71
516,SaigonFlex UE-04,Streetwear,Performance,S,green,6653.52,3389.97
517,SaigonFlex UE-05,Streetwear,Performance,M,silver,8186.85,6897.42
518,SaigonFlex UE-06,Streetwear,Performance,L,pink,6281.42,3173.37
519,SaigonFlex UE-07,Streetwear,Performance,XL,yellow,19526.85,9948.93
520,SaigonFlex UE-08,Streetwear,Performance,S,red,7367.85,6999.46
521,SaigonFlex UE-09,Streetwear,Performance,M,black,6740.37,5806.83
522,SaigonFlex UE-10,Streetwear,Performance,L,orange,30.75,17.73
523,SaigonFlex UE-11,Streetwear,Performance,XL,blue,6819.42,6351.61
524,SaigonFlex UE-12,Streetwear,Performance,S,white,7556.85,7179.01
525,SaigonFlex UE-13,Streetwear,Performance,M,purple,6289.68,3754.31
526,SaigonFlex UE-14,Streetwear,Performance,L,green,21.27,13.03
527,SaigonFlex UE-15,Streetwear,Performance,XL,silver,6485.85,5394.28
528,SaigonFlex UE-16,Streetwear,Performance,S,pink,7241.85,4674.61
529,SaigonFlex UE-17,Streetwear,Performance,M,yellow,5574.45,2865.27
530,SaigonFlex UE-18,Streetwear,Performance,L,red,7519.36,5786.15
531,SaigonFlex UE-19,Streetwear,Performance,XL,black,7557.78,7179.89
532,SaigonFlex UE-20,Streetwear,Performance,S,orange,6825.53,5999.64
533,SaigonFlex UE-21,Streetwear,Performance,M,blue,6086.91,3334.41
534,SaigonFlex UE-22,Streetwear,Performance,L,white,6526.87,5059.63
535,SaigonFlex UE-23,Streetwear,Performance,XL,purple,6485.85,5704.31
892,HanoiStreet UE-01,Streetwear,Performance,S,orange,20.52,12.13
893,HanoiStreet UE-02,Streetwear,Performance,M,blue,10520.37,8970.72
894,HanoiStreet UE-03,Streetwear,Performance,L,white,45.83,27.74
895,HanoiStreet UE-04,Streetwear,Performance,XL,purple,7118.88,4305.5
896,HanoiStreet UE-05,Streetwear,Performance,S,green,11024.37,7005.99
897,HanoiStreet UE-06,Streetwear,Performance,M,silver,8438.65,4981.34
898,HanoiStreet UE-07,Streetwear,Performance,L,pink,56.97,33.82
899,HanoiStreet UE-08,Streetwear,Performance,XL,yellow,7171.24,6812.68
900,HanoiStreet UE-09,Streetwear,Performance,S,red,3541.48,2763.77
901,HanoiStreet UE-10,Streetwear,Performance,M,black,4913.37,3388.26
902,HanoiStreet UE-11,Streetwear,Performance,L,orange,1889.37,1062.96
903,HanoiStreet UE-12,Streetwear,Performance,XL,blue,32.18,18.64
904,HanoiStreet UE-13,Streetwear,Performance,S,white,49.47,31.9
905,HanoiStreet UE-14,Streetwear,Performance,M,purple,7216.91,5134.83
906,HanoiStreet UE-15,Streetwear,Performance,L,green,5178.67,4255.83
907,HanoiStreet UE-16,Streetwear,Performance,XL,silver,7343.25,6976.09
908,HanoiStreet UE-17,Streetwear,Performance,S,pink,2601.28,2461.33
909,HanoiStreet UE-18,Streetwear,Performance,M,yellow,2910.24,1759.82
910,HanoiStreet UE-19,Streetwear,Performance,L,red,5226.12,4846.18
911,HanoiStreet UE-20,Streetwear,Performance,XL,black,38.27,23.97
912,HanoiStreet UE-21,Streetwear,Performance,S,orange,25.58,14.43
913,HanoiStreet UE-22,Streetwear,Performance,M,blue,4566.49,2456.77
914,HanoiStreet UE-23,Streetwear,Performance,L,white,6929.37,3953.21
915,HanoiStreet UE-24,Streetwear,Performance,XL,purple,6677.37,6343.5
916,HanoiStreet UE-25,Streetwear,Performance,S,green,10079.37,9575.4
917,HanoiStreet UE-26,Streetwear,Performance,M,silver,38.27,24.37
918,HanoiStreet UE-27,Streetwear,Performance,L,pink,61.27,36.68
919,HanoiStreet UE-28,Streetwear,Performance,XL,yellow,32.64,20.87
920,HanoiStreet UE-29,Streetwear,Performance,S,red,61.92,39.01
921,HanoiStreet UE-30,Streetwear,Performance,M,black,6299.37,5324.23
922,HanoiStreet UE-31,Streetwear,Performance,L,orange,5687.85,2991.24
923,HanoiStreet UE-32,Streetwear,Performance,XL,blue,11.61,6.88
924,HanoiStreet UE-33,Streetwear,Performance,S,white,3853.82,3304.65
925,HanoiStreet UE-34,Streetwear,Performance,M,purple,3806.73,3616.4
926,HanoiStreet UE-35,Streetwear,Performance,L,green,6977.85,4222.99
927,HanoiStreet UE-36,Streetwear,Performance,XL,silver,5860.36,5567.35
928,HanoiStreet UE-37,Streetwear,Performance,S,pink,46.01,25.41
929,HanoiStreet UE-38,Streetwear,Performance,M,yellow,34.29,19.78
930,HanoiStreet UE-39,Streetwear,Performance,L,red,6577.81,6180.51
931,HanoiStreet UE-40,Streetwear,Performance,XL,black,4142.9,3834.67
932,HanoiStreet UE-41,Streetwear,Performance,S,orange,29.38,17.75
933,HanoiStreet UE-42,Streetwear,Performance,M,blue,6929.37,3488.24
934,HanoiStreet UE-43,Streetwear,Performance,L,white,34.35,21.07
935,HanoiStreet UE-44,Streetwear,Performance,XL,purple,9448.74,7307.66
936,HanoiStreet UE-45,Streetwear,Performance,S,green,6240.31,5928.29
937,HanoiStreet UE-46,Streetwear,Performance,M,silver,6299.37,5984.4
1165,MekongFit UE-01,Streetwear,Performance,M,purple,6929.37,6582.9
1166,MekongFit UE-02,Streetwear,Performance,L,green,6410.83,4801.07
1167,MekongFit UE-03,Streetwear,Performance,XL,silver,3123.12,1696.17
1168,MekongFit UE-04,Streetwear,Performance,S,pink,4290.58,4000.1
1169,MekongFit UE-05,Streetwear,Performance,M,yellow,5039.37,4378.71
1170,MekongFit UE-06,Streetwear,Performance,L,red,5606.37,3703.57
1171,MekongFit UE-07,Streetwear,Performance,XL,black,4297.01,3953.68
1172,MekongFit UE-08,Streetwear,Performance,S,orange,5704.61,3429.04
1173,MekongFit UE-09,Streetwear,Performance,M,blue,6051.28,5634.35
1174,MekongFit UE-10,Streetwear,Performance,L,white,6929.37,6582.9
1175,MekongFit UE-11,Streetwear,Performance,XL,purple,7960.85,7562.81
1176,MekongFit UE-12,Streetwear,Performance,S,green,7474.81,7035.29
1177,MekongFit UE-13,Streetwear,Performance,M,silver,3193.26,3033.6
1178,MekongFit UE-14,Streetwear,Performance,L,pink,7106.04,3850.76
1179,MekongFit UE-15,Streetwear,Performance,XL,yellow,7152.33,6404.19
1180,MekongFit UE-16,Streetwear,Performance,S,red,6400.83,3691.36
1181,MekongFit UE-17,Streetwear,Performance,M,black,5039.37,2798.36
1182,MekongFit UE-18,Streetwear,Performance,L,orange,2220.57,2109.54
1183,MekongFit UE-19,Streetwear,Performance,XL,blue,7901.33,4835.61
1184,MekongFit UE-20,Streetwear,Performance,S,white,7559.37,5095.77
1185,MekongFit UE-21,Streetwear,Performance,M,purple,14.95,8.61
1186,MekongFit UE-22,Streetwear,Performance,L,green,4625.5,2901.11
1187,MekongFit UE-23,Streetwear,Performance,XL,silver,5444.8,5172.56
1188,MekongFit UE-24,Streetwear,Performance,S,pink,5589.41,5309.94
1189,MekongFit UE-25,Streetwear,Performance,M,yellow,2618.91,2284.48
1190,MekongFit UE-26,Streetwear,Performance,L,red,2330.37,1277.97
1191,MekongFit UE-27,Streetwear,Performance,XL,black,3202.15,2351.66
1192,MekongFit UE-28,Streetwear,Performance,S,orange,4031.37,3140.44
1193,MekongFit UE-29,Streetwear,Performance,M,blue,30.33,17.1
1194,MekongFit UE-30,Streetwear,Performance,L,white,9476.44,7068.48
1195,MekongFit UE-31,Streetwear,Performance,XL,purple,3527.37,2364.75
1196,MekongFit UE-32,Streetwear,Performance,S,green,5291.37,2884.33
1197,MekongFit UE-33,Streetwear,Performance,M,silver,5291.37,3505.0
1198,MekongFit UE-34,Streetwear,Performance,L,pink,5574.1,5295.4
1671,VietMode UE-01,Streetwear,Performance,XL,black,4408.74,4188.3
1672,VietMode UE-02,Streetwear,Performance,S,orange,8188.74,4955.83
1673,VietMode UE-03,Streetwear,Performance,M,blue,11048.49,6622.46
1674,VietMode UE-04,Streetwear,Performance,L,white,12599.37,11969.4
1675,VietMode UE-05,Streetwear,Performance,XL,purple,5857.74,4998.41
1676,VietMode UE-06,Streetwear,Performance,S,green,6171.31,4136.01
1677,VietMode UE-07,Streetwear,Performance,M,silver,10520.37,6982.37
1678,VietMode UE-08,Streetwear,Performance,L,pink,8819.02,8378.07
1679,VietMode UE-09,Streetwear,Performance,XL,yellow,10719.6,10183.62
1680,VietMode UE-10,Streetwear,Performance,S,red,4610.21,2840.81
1681,VietMode UE-11,Streetwear,Performance,M,black,6053.19,5750.53
1682,VietMode UE-12,Streetwear,Performance,L,orange,8921.64,8475.56
1683,VietMode UE-13,Streetwear,Performance,XL,blue,6613.74,5271.81
1684,VietMode UE-14,Streetwear,Performance,S,white,5416.74,3482.42
1685,VietMode UE-15,Streetwear,Performance,M,purple,8188.74,4606.99
1686,VietMode UE-16,Streetwear,Performance,L,green,9826.74,9335.4
1687,VietMode UE-17,Streetwear,Performance,XL,silver,8819.22,8378.26
1688,NamStyle UE-01,Streetwear,Performance,S,pink,1889.37,1143.45
1766,SaigonCore UE-01,Streetwear,Performance,L,green,8892.5,5203.89
1767,SaigonCore UE-02,Streetwear,Performance,XL,silver,11969.37,6986.52
1768,SaigonCore UE-03,Streetwear,Performance,S,pink,10898.37,10353.45
1769,SaigonCore UE-04,Streetwear,Performance,M,yellow,12221.37,11610.3
1770,SaigonCore UE-05,Streetwear,Performance,L,red,7559.37,4246.1
1771,SaigonCore UE-06,Streetwear,Performance,XL,black,10709.37,7600.44
1772,SaigonCore UE-07,Streetwear,Performance,S,orange,7868.7,5265.73
1773,SaigonCore UE-08,Streetwear,Performance,M,blue,13497.12,7885.02
1774,SaigonCore UE-09,Streetwear,Performance,L,white,10302.29,8867.18
1775,SaigonCore UE-10,Streetwear,Performance,XL,purple,8504.37,7461.73
1776,SaigonCore UE-11,Streetwear,Performance,S,green,17639.37,16157.66
1777,SaigonCore UE-12,Streetwear,Performance,M,silver,7626.91,6550.75
1778,SaigonCore UE-13,Streetwear,Performance,L,pink,8251.73,4414.67
1779,SaigonCore UE-14,Streetwear,Performance,XL,yellow,9449.37,6418.01
1780,SaigonCore UE-15,Streetwear,Performance,S,red,17143.7,14587.57
1781,SaigonCore UE-16,Streetwear,Performance,M,black,6970.46,6092.88
1782,SaigonCore UE-17,Streetwear,Performance,L,orange,6087.37,3511.8
1783,SaigonCore UE-18,Streetwear,Performance,XL,blue,7627.72,6845.88
1784,SaigonCore UE-19,Streetwear,Performance,S,white,7238.7,5703.37
1785,SaigonCore UE-20,Streetwear,Performance,M,purple,9443.7,8971.52
1786,SaigonCore UE-21,Streetwear,Performance,L,green,7948.04,7430.62
1787,SaigonCore UE-22,Streetwear,Performance,XL,silver,9128.7,8672.26
1788,SaigonCore UE-23,Streetwear,Performance,S,pink,7245.0,6546.58
1789,SaigonCore UE-24,Streetwear,Performance,M,yellow,11313.78,8076.9
1790,SaigonCore UE-25,Streetwear,Performance,L,red,5087.7,4690.35
1791,SaigonCore UE-26,Streetwear,Performance,XL,black,9507.4,8027.09
1792,SaigonCore UE-27,Streetwear,Performance,S,orange,11339.37,7818.5
1793,SaigonCore UE-28,Streetwear,Performance,M,blue,6713.7,3936.91
1794,SaigonCore UE-29,Streetwear,Performance,L,white,38.2,24.2
2041,UrbanVN UE-01,Streetwear,Performance,M,black,8922.09,8475.98
2042,UrbanVN UE-02,Streetwear,Performance,L,orange,7307.37,5269.34
2043,UrbanVN UE-03,Streetwear,Performance,XL,blue,9308.55,5375.69
2044,UrbanVN UE-04,Streetwear,Performance,S,white,4691.61,4457.03
2045,UrbanVN UE-05,Streetwear,Performance,M,purple,5569.46,2996.37
2046,UrbanVN UE-06,Streetwear,Performance,L,green,5196.87,3738.63
2047,UrbanVN UE-07,Streetwear,Performance,XL,silver,4488.83,2369.65
2048,UrbanVN UE-08,Streetwear,Performance,S,pink,59.81,38.78
2049,UrbanVN UE-09,Streetwear,Performance,M,yellow,5425.36,5021.17
2050,UrbanVN UE-10,Streetwear,Performance,L,red,6047.04,5297.81
2051,UrbanVN UE-11,Streetwear,Performance,XL,black,9008.37,6208.57
2052,UrbanVN UE-12,Streetwear,Performance,S,orange,9086.84,7847.4
2053,UrbanVN UE-13,Streetwear,Performance,M,blue,4015.52,2068.4
2054,UrbanVN UE-14,Streetwear,Performance,L,white,7071.6,6718.02
2055,UrbanVN UE-15,Streetwear,Performance,XL,purple,7240.1,6878.1
2056,UrbanVN UE-16,Streetwear,Performance,S,green,3991.45,3791.87
2057,UrbanVN UE-17,Streetwear,Performance,M,silver,5726.07,5053.26
2058,UrbanVN UE-18,Streetwear,Performance,L,pink,3259.52,1700.49
2059,UrbanVN UE-19,Streetwear,Performance,XL,yellow,26.92,16.22
2060,UrbanVN UE-20,Streetwear,Performance,S,red,4438.99,2234.59
2061,UrbanVN UE-21,Streetwear,Performance,M,black,4375.12,4156.36
2062,UrbanVN UE-22,Streetwear,Performance,L,orange,23.97,13.59
2063,UrbanVN UE-23,Streetwear,Performance,XL,blue,27.09,15.64
2064,UrbanVN UE-24,Streetwear,Performance,S,white,6479.72,5307.54
2065,UrbanVN UE-25,Streetwear,Performance,M,purple,47.76,26.36
2148,PhoenixWear UE-01,Streetwear,Performance,S,pink,7739.01,4210.02
2149,PhoenixWear UE-02,Streetwear,Performance,M,yellow,5228.37,4966.95
2150,PhoenixWear UE-03,Streetwear,Performance,L,red,5932.95,4969.43
2151,PhoenixWear UE-04,Streetwear,Performance,XL,black,6235.61,4723.48
2152,PhoenixWear UE-05,Streetwear,Performance,S,orange,37.77,24.23
2153,PhoenixWear UE-06,Streetwear,Performance,M,blue,6751.03,6413.48
2154,PhoenixWear UE-07,Streetwear,Performance,L,white,10009.1,5308.83
2155,PhoenixWear UE-08,Streetwear,Performance,XL,purple,7564.62,3894.27
2156,PhoenixWear UE-09,Streetwear,Performance,S,green,26.79,15.05
2157,PhoenixWear UE-10,Streetwear,Performance,M,silver,5480.37,3292.61
2158,PhoenixWear UE-11,Streetwear,Performance,L,pink,40.66,24.71
2159,PhoenixWear UE-12,Streetwear,Performance,XL,yellow,5663.07,4892.33
2160,PhoenixWear UE-13,Streetwear,Performance,S,red,34.43,19.88
2161,PhoenixWear UE-14,Streetwear,Performance,M,black,6821.85,5840.87
2162,PhoenixWear UE-15,Streetwear,Performance,L,orange,48.79,29.54
2163,PhoenixWear UE-16,Streetwear,Performance,XL,blue,8504.37,7320.56
2164,PhoenixWear UE-17,Streetwear,Performance,S,white,4574.5,2482.58
2165,PhoenixWear UE-18,Streetwear,Performance,M,purple,7994.64,6223.83
2166,PhoenixWear UE-19,Streetwear,Performance,L,green,7559.37,4870.5
2167,PhoenixWear UE-20,Streetwear,Performance,XL,silver,6928.53,6582.1
2168,PhoenixWear UE-21,Streetwear,Performance,S,pink,5039.37,4227.53
2169,PhoenixWear UE-22,Streetwear,Performance,M,yellow,6603.96,3515.95
2170,PhoenixWear UE-23,Streetwear,Performance,L,red,8441.37,5207.48
2327,VietMotion UE-01,Streetwear,Performance,XL,silver,7343.28,6976.11
2328,VietMotion UE-02,Streetwear,Performance,S,pink,4409.37,4087.93
2329,VietMotion UE-03,Streetwear,Performance,M,yellow,25.01,15.38
2330,VietMotion UE-04,Streetwear,Performance,L,red,8976.87,5674.28
2331,VietMotion UE-05,Streetwear,Performance,XL,black,7365.66,6671.82
2332,VietMotion UE-06,Streetwear,Performance,S,orange,5799.63,4554.45
2333,VietMotion UE-07,Streetwear,Performance,M,blue,29.05,18.39
2334,VietMotion UE-08,Streetwear,Performance,L,white,4289.18,2661.44
2335,VietMotion UE-09,Streetwear,Performance,XL,purple,28.31,16.15
2336,VietMotion UE-10,Streetwear,Performance,S,green,8688.96,8254.52
2337,VietMotion UE-11,Streetwear,Performance,M,silver,5033.7,3153.61
2338,VietMotion UE-12,Streetwear,Performance,L,pink,18.44,10.16
2339,VietMotion UE-13,Streetwear,Performance,XL,yellow,37.28,21.01
2340,VietMotion UE-14,Streetwear,Performance,S,red,5543.37,5210.77
2341,VietMotion UE-15,Streetwear,Performance,M,black,5457.51,5184.63
2342,VietMotion UE-16,Streetwear,Performance,L,orange,36.76,23.53
2343,VietMotion UE-17,Streetwear,Performance,XL,blue,5703.51,4446.46
2344,VietMotion UE-18,Streetwear,Performance,S,white,33.18,21.15
2345,VietMotion UE-19,Streetwear,Performance,M,purple,5244.73,4313.27
2346,VietMotion UE-20,Streetwear,Performance,L,green,30.15,18.38
2347,VietMotion UE-21,Streetwear,Performance,XL,silver,18.8,11.47
2348,VietMotion UE-22,Streetwear,Performance,S,pink,9921.93,6549.46
2349,VietMotion UE-23,Streetwear,Performance,M,yellow,27.99,17.25
2350,VietMotion UE-24,Streetwear,Performance,L,red,4649.9,4417.4
2351,VietMotion UE-25,Streetwear,Performance,XL,black,28.87,16.39
2352,VietMotion UE-26,Streetwear,Performance,S,orange,4441.32,3680.97
280,LotusWear UE-01,Streetwear,Performance,S,red,12596.85,11967.01
281,LotusWear UE-02,Streetwear,Performance,M,black,15746.85,8750.52
282,LotusWear UE-03,Streetwear,Performance,L,orange,14486.85,12008.15
283,LotusWear UE-04,Streetwear,Performance,XL,blue,24.02,15.41
284,LotusWear UE-05,Streetwear,Performance,S,white,31.05,18.38
285,LotusWear UE-06,Streetwear,Performance,M,purple,38.92,22.9
286,LotusWear UE-07,Streetwear,Performance,L,green,70.42,42.39
287,LotusWear UE-08,Streetwear,Performance,XL,silver,35.51,19.7
288,LotusWear UE-09,Streetwear,Performance,S,pink,36.71,20.8
289,LotusWear UE-10,Streetwear,Performance,M,yellow,10606.05,10075.75
290,LotusWear UE-11,Streetwear,Performance,L,red,32.14,20.05
291,LotusWear UE-12,Streetwear,Performance,XL,black,9887.85,9393.46
292,LotusWear UE-13,Streetwear,Performance,S,orange,8269.87,7282.45
293,LotusWear UE-14,Streetwear,Performance,M,blue,8405.19,6159.33
294,LotusWear UE-15,Streetwear,Performance,L,white,9446.85,8663.71
295,LotusWear UE-16,Streetwear,Performance,XL,purple,12596.85,8588.53
296,LotusWear UE-17,Streetwear,Performance,S,green,27716.85,14598.46
297,LotusWear UE-18,Streetwear,Performance,M,silver,8483.48,6521.25
298,LotusWear UE-19,Streetwear,Performance,L,pink,15.37,8.58
299,LotusWear UE-20,Streetwear,Performance,XL,yellow,8584.02,4506.61
300,LotusWear UE-21,Streetwear,Performance,S,red,9320.85,6524.6
301,LotusWear UE-22,Streetwear,Performance,M,black,32.77,20.0
302,LotusWear UE-23,Streetwear,Performance,L,orange,33.92,19.49
303,LotusWear UE-24,Streetwear,Performance,XL,blue,88.7,52.24
304,LotusWear UE-25,Streetwear,Performance,S,white,11204.15,7121.36
305,LotusWear UE-26,Streetwear,Performance,M,purple,18589.78,11094.38
306,LotusWear UE-27,Streetwear,Performance,L,green,14648.61,7768.16
307,LotusWear UE-28,Streetwear,Performance,XL,silver,13856.85,8174.16
308,LotusWear UE-29,Streetwear,Performance,S,pink,15162.95,10231.96
309,LotusWear UE-30,Streetwear,Performance,M,yellow,40950.0,30319.38
310,LotusWear UE-31,Streetwear,Performance,L,red,11336.85,10173.69
311,LotusWear UE-32,Streetwear,Performance,XL,black,7633.68,6058.09
312,LotusWear UE-33,Streetwear,Performance,S,orange,9320.85,8854.81
313,LotusWear UE-34,Streetwear,Performance,M,blue,9131.85,5436.19
314,LotusWear UE-35,Streetwear,Performance,L,white,30.66,17.75
315,LotusWear UE-36,Streetwear,Performance,XL,purple,37.36,21.88
316,LotusWear UE-37,Streetwear,Performance,S,green,32.66,20.31
317,LotusWear UE-38,Streetwear,Performance,M,silver,20.75,12.03
318,LotusWear UE-39,Streetwear,Performance,L,pink,10553.85,5995.64
319,LotusWear UE-40,Streetwear,Performance,XL,yellow,13226.85,10914.8
320,LotusWear UE-41,Streetwear,Performance,S,red,52.31,31.73
321,LotusWear UE-42,Streetwear,Performance,M,black,11235.5,10673.73
322,LotusWear UE-43,Streetwear,Performance,L,orange,8816.85,7946.63
323,LotusWear UE-44,Streetwear,Performance,XL,blue,9450.0,6288.98
324,LotusWear UE-45,Streetwear,Performance,S,white,13905.65,7827.49
325,LotusWear UE-46,Streetwear,Performance,M,purple,6645.98,4429.54
326,LotusWear UE-47,Streetwear,Performance,L,green,8344.35,5868.58
327,LotusWear UE-48,Streetwear,Performance,XL,silver,14014.35,13313.63
328,LotusWear UE-49,Streetwear,Performance,S,pink,44.74,26.73
329,LotusWear UE-50,Streetwear,Performance,M,yellow,45.44,28.01
330,LotusWear UE-51,Streetwear,Performance,L,red,6926.85,6520.94
331,LotusWear UE-52,Streetwear,Performance,XL,black,11147.85,10590.46
332,LotusWear UE-53,Streetwear,Performance,S,orange,11613.77,9075.0
333,LotusWear UE-54,Streetwear,Performance,M,blue,9807.47,8751.21
334,LotusWear UE-55,Streetwear,Performance,L,white,25196.85,23937.01
335,LotusWear UE-56,Streetwear,Performance,XL,purple,10391.85,9872.26
336,LotusWear UE-57,Streetwear,Performance,S,green,11336.85,10770.01
337,LotusWear UE-58,Streetwear,Performance,M,silver,18896.85,11857.77
338,LotusWear UE-59,Streetwear,Performance,L,pink,17636.85,11541.55
339,LotusWear UE-60,Streetwear,Performance,XL,yellow,9215.85,6827.1
340,LotusWear UE-61,Streetwear,Performance,S,red,23.02,14.82
341,LotusWear UE-62,Streetwear,Performance,M,black,5011.65,4215.8
342,LotusWear UE-63,Streetwear,Performance,L,orange,8412.98,7352.1
343,LotusWear UE-64,Streetwear,Performance,XL,blue,58.04,36.17
344,LotusWear UE-65,Streetwear,Performance,S,white,18.9,10.8
345,LotusWear UE-66,Streetwear,Performance,M,purple,41.88,23.16
346,LotusWear UE-67,Streetwear,Performance,L,green,12596.85,11967.01
347,LotusWear UE-68,Streetwear,Performance,XL,silver,40950.0,38902.5
348,LotusWear UE-69,Streetwear,Performance,S,pink,7556.85,5611.72
349,LotusWear UE-70,Streetwear,Performance,M,yellow,6296.85,5735.17
350,LotusWear UE-71,Streetwear,Performance,L,red,6949.76,6602.27
351,LotusWear UE-72,Streetwear,Performance,XL,black,14045.85,8674.72
352,LotusWear UE-73,Streetwear,Performance,S,orange,12596.85,11250.25
353,LotusWear UE-74,Streetwear,Performance,M,blue,20786.85,15267.94
354,LotusWear UE-75,Streetwear,Performance,L,white,13924.6,13228.37
355,LotusWear UE-76,Streetwear,Performance,XL,purple,5576.85,2954.62
