return_id,order_id,product_id,return_quantity,return_date,return_reason,refund_amount
RET-008197,127162,2070,3,2013-11-18,late_delivery,18811.71
RET-008198,127167,1975,7,2013-11-15,defective,4144.31
RET-008199,127170,609,4,2013-11-14,wrong_size,38427.34
RET-008200,127183,2238,2,2013-11-13,changed_mind,2587.84
RET-008201,127183,2239,1,2013-11-22,not_as_described,1366.09
RET-008202,127189,443,1,2013-11-22,defective,10091.05
RET-008203,127194,575,1,2013-11-23,late_delivery,10985.62
RET-008204,127196,687,2,2013-11-20,not_as_described,10406.73
RET-008206,127292,2269,2,2013-11-15,wrong_size,7008.05
RET-008207,127315,785,1,2013-11-15,not_as_described,671.76
RET-008208,127322,2269,6,2013-11-11,defective,23260.85
RET-008209,127355,794,5,2013-11-18,changed_mind,5080.35
RET-008211,127388,964,3,2013-11-28,wrong_size,11166.2
RET-008212,127392,1085,3,2013-11-25,changed_mind,3502.92
RET-008213,127393,733,5,2013-11-29,not_as_described,19270.5
RET-008214,127393,1086,5,2013-11-26,wrong_size,5019.17
RET-008216,127488,2388,5,2013-11-16,late_delivery,17049.73
RET-008217,127504,238,7,2013-11-19,changed_mind,30242.13
RET-008218,127536,764,2,2013-11-24,wrong_size,7072.53
RET-008222,127579,763,8,2013-11-28,wrong_size,28384.73
RET-008223,127579,764,2,2013-11-23,defective,6950.08
RET-008225,127595,635,4,2013-11-18,wrong_size,42071.4
RET-008226,127600,551,1,2013-12-05,changed_mind,10189.1
RET-008227,127613,1317,3,2013-11-19,late_delivery,11181.66
RET-008228,127623,733,3,2013-11-24,wrong_size,11419.4
RET-008229,127671,734,4,2013-11-25,not_as_described,15622.85
RET-008230,127673,791,5,2013-11-17,wrong_size,3523.87
RET-008231,127673,792,6,2013-12-03,not_as_described,4329.78
RET-008232,127731,792,6,2013-11-24,wrong_size,4587.22
RET-008235,127752,733,2,2013-11-29,wrong_size,8644.43
RET-008236,127766,247,4,2013-11-28,late_delivery,18849.26
RET-008239,127789,757,1,2013-11-27,wrong_size,896.88
RET-008240,127789,758,1,2013-11-24,wrong_size,788.17
RET-008242,127798,915,3,2013-11-22,defective,17049.62
RET-008243,127850,2056,3,2013-11-29,late_delivery,10253.56
RET-008244,127877,671,1,2013-11-18,wrong_size,10206.22
RET-008245,127881,1085,2,2013-11-30,defective,2097.07
RET-008246,127881,1086,1,2013-11-18,defective,1049.48
RET-008247,127895,571,2,2013-11-28,wrong_size,12334.19
RET-008249,127906,475,8,2013-11-20,defective,90963.95
RET-008250,127922,2091,3,2013-11-23,defective,5924.65
RET-008252,127977,1489,1,2013-11-26,defective,3119.45
RET-008253,127977,1490,4,2013-11-28,not_as_described,10618.25
RET-008254,127995,895,3,2013-12-08,wrong_size,19328.54
RET-008257,128044,761,1,2013-12-01,wrong_size,2202.14
RET-008258,128044,762,1,2013-12-04,changed_mind,2218.86
RET-008260,128102,2238,5,2013-11-20,wrong_size,7384.32
RET-008261,128102,2239,2,2013-12-07,changed_mind,3041.21
RET-008262,128103,763,1,2013-11-30,late_delivery,3404.35
RET-008263,128103,764,3,2013-11-28,wrong_size,10067.52
RET-008265,128173,600,1,2013-12-06,wrong_size,8897.46
RET-008266,128201,2331,6,2013-11-21,changed_mind,38826.57
RET-008267,128240,1085,1,2013-12-08,wrong_size,1024.32
RET-008269,128302,791,2,2013-12-08,wrong_size,1578.43
RET-008270,128304,2212,1,2013-11-30,wrong_size,968.45
RET-008271,128304,2277,1,2013-11-30,late_delivery,3217.98
RET-008272,128337,1081,1,2013-12-08,wrong_size,2601.9
RET-008274,128367,2238,4,2013-12-02,wrong_size,5165.22
RET-008275,128398,2254,2,2013-12-04,not_as_described,1291.47
RET-008276,128398,2255,1,2013-12-08,late_delivery,695.06
RET-008277,128423,782,1,2013-12-01,wrong_size,1143.5
RET-008278,128446,2254,7,2013-11-17,changed_mind,4463.73
RET-008279,128491,1518,3,2013-11-29,wrong_size,6052.53
RET-008280,128515,785,1,2013-12-01,wrong_size,597.25
RET-008281,128515,786,2,2013-11-29,wrong_size,1305.71
RET-008282,128520,757,1,2013-11-24,changed_mind,784.96
RET-008283,128520,758,1,2013-11-29,changed_mind,763.22
RET-008284,128558,1540,1,2013-11-29,not_as_described,3916.19
RET-008285,128579,1942,3,2013-12-11,changed_mind,3996.11
RET-008286,128579,1943,2,2013-11-26,defective,2783.54
RET-008287,128613,609,4,2013-11-21,wrong_size,41662.14
RET-008289,128626,734,2,2013-12-06,wrong_size,7191.32
RET-008290,128632,792,5,2013-12-03,changed_mind,3978.14
RET-008291,128660,604,2,2013-12-07,defective,11957.49
RET-008295,128724,1894,4,2013-12-11,wrong_size,33839.76
RET-008296,128731,763,6,2013-11-30,wrong_size,20646.15
RET-008297,128731,764,1,2013-12-04,defective,3347.54
RET-008298,128731,2223,8,2013-12-07,changed_mind,21402.36
RET-008299,128758,2234,6,2013-11-24,wrong_size,4708.34
RET-008300,128758,2235,5,2013-12-02,defective,3643.45
RET-008301,128806,2064,7,2013-12-08,defective,42326.02
RET-008302,128813,551,3,2013-12-06,wrong_size,29618.84
RET-008303,128819,2332,2,2013-12-05,changed_mind,11098.11
RET-008304,128832,791,2,2013-12-11,changed_mind,1475.49
RET-008305,128839,1000,1,2013-12-07,not_as_described,1068.15
RET-008306,128844,2284,1,2013-11-26,changed_mind,3483.08
RET-008307,128862,757,1,2013-11-26,wrong_size,877.62
RET-008308,128862,758,3,2013-11-25,wrong_size,2234.52
RET-008309,128891,2157,4,2013-12-04,wrong_size,19642.72
RET-008313,128953,2045,4,2013-11-25,not_as_described,20810.33
RET-008314,128957,2145,4,2013-11-30,late_delivery,18125.36
RET-008315,128986,946,1,2013-11-28,late_delivery,7609.52
RET-008317,128996,763,4,2013-11-24,wrong_size,15025.57
RET-008318,128996,764,1,2013-11-27,wrong_size,3421.45
RET-008319,128999,826,2,2013-12-02,wrong_size,24882.56
RET-008320,129017,396,1,2013-11-25,wrong_size,10519.47
RET-008321,129020,631,6,2013-11-27,wrong_size,26373.42
RET-008322,129029,631,1,2013-12-08,wrong_size,4677.08
RET-008323,129033,100,7,2013-11-30,late_delivery,76225.21
RET-008324,129049,1009,1,2013-11-25,wrong_size,1245.42
RET-008327,129086,764,1,2013-12-07,late_delivery,3745.15
RET-008328,129101,2275,5,2013-12-02,not_as_described,21119.5
RET-008331,129144,565,7,2013-12-14,changed_mind,70242.6
RET-008332,129154,2054,3,2013-11-24,wrong_size,18589.6
RET-008334,129185,1143,7,2013-12-06,changed_mind,41795.92
RET-008335,129213,791,7,2013-12-03,wrong_size,4935.71
RET-008337,129257,1062,1,2013-12-13,not_as_described,1721.8
RET-008338,129273,681,3,2013-12-06,wrong_size,24883.96
RET-008339,129278,726,2,2013-12-12,defective,2566.19
RET-008340,129332,1093,1,2013-12-18,wrong_size,648.72
RET-008341,129338,733,4,2013-11-29,defective,15205.41
RET-008343,129349,31,2,2013-12-11,wrong_size,16518.65
RET-008344,129390,1182,2,2013-12-05,not_as_described,4261.83
RET-008345,129402,2218,1,2013-12-06,wrong_size,1515.77
RET-008351,129465,1964,2,2013-11-30,wrong_size,2026.62
RET-008352,129465,1965,5,2013-12-03,late_delivery,5207.29
RET-008355,129489,1920,6,2013-11-26,late_delivery,17083.19
RET-008357,129513,1807,1,2013-12-03,late_delivery,2011.13
RET-008358,129542,791,4,2013-12-07,wrong_size,2923.23
RET-008359,129567,1943,2,2013-11-27,changed_mind,2820.39
RET-008364,129608,475,1,2013-12-09,wrong_size,11480.17
RET-008366,129640,2331,2,2013-12-13,changed_mind,14963.73
RET-008367,129650,763,4,2013-12-12,wrong_size,14761.81
RET-008368,129650,764,6,2013-12-12,not_as_described,20783.24
RET-008369,129660,2284,6,2013-12-07,defective,21164.94
RET-008372,129708,791,6,2013-12-01,defective,4457.49
RET-008373,129708,792,1,2013-12-14,wrong_size,771.2
RET-008377,129754,2380,1,2013-12-05,changed_mind,2836.02
RET-008378,129763,580,2,2013-12-09,changed_mind,14571.57
RET-008379,129767,1974,4,2013-12-02,defective,1980.53
RET-008380,129774,1085,4,2013-12-14,late_delivery,3226.02
RET-008381,129774,1086,5,2013-11-29,wrong_size,4001.36
RET-008386,129878,767,1,2013-11-30,changed_mind,873.77
RET-008387,129878,768,2,2013-12-12,wrong_size,1718.21
RET-008388,129885,763,1,2013-12-11,late_delivery,2719.24
RET-008389,129885,764,1,2013-12-06,wrong_size,2734.58
RET-008390,129914,762,2,2013-11-30,late_delivery,3196.34
RET-008391,129917,763,1,2013-12-13,defective,2878.78
RET-008392,129917,764,1,2013-12-14,not_as_described,2837.96
RET-008394,129924,1975,3,2013-12-05,defective,1576.81
RET-008395,129930,1065,3,2013-12-10,not_as_described,8548.54
RET-008396,129930,1066,4,2013-12-17,defective,11661.71
RET-008397,129950,1915,3,2013-12-06,defective,12644.86
RET-008401,129974,475,5,2013-12-07,defective,48811.58
RET-008402,129984,2213,8,2013-12-17,not_as_described,6529.25
RET-008403,130001,767,1,2013-12-07,not_as_described,899.44
RET-008404,130001,768,1,2013-12-09,not_as_described,865.84
RET-008405,130010,2213,1,2013-12-06,wrong_size,813.99
RET-008406,130029,671,1,2013-12-04,not_as_described,8717.94
RET-008407,130044,782,1,2013-12-06,defective,905.64
RET-008409,130081,395,1,2013-12-19,wrong_size,3445.04
RET-008410,130118,92,1,2013-12-12,not_as_described,8317.71
RET-008411,130173,725,1,2013-12-08,not_as_described,1009.86
RET-008412,130184,559,2,2013-12-16,not_as_described,11091.91
RET-008414,130232,761,1,2013-12-07,wrong_size,1629.5
RET-008415,130245,445,4,2013-12-07,wrong_size,32219.24
RET-008416,130275,609,7,2013-12-08,not_as_described,58752.59
RET-008417,130281,1962,2,2013-12-14,wrong_size,2803.68
RET-008418,130281,1963,4,2013-12-11,not_as_described,4938.54
RET-008419,130289,2219,2,2013-12-14,defective,2748.49
RET-008422,130308,964,1,2013-12-18,wrong_size,3049.2
RET-008423,130341,1182,1,2013-12-07,changed_mind,1741.89
RET-008424,130355,2331,2,2013-12-13,not_as_described,10833.43
RET-008425,130361,2227,2,2013-12-13,changed_mind,6117.69
RET-008426,130429,791,4,2013-12-01,not_as_described,2480.05
RET-008427,130429,792,6,2013-12-08,defective,3750.83
RET-008428,130439,2359,1,2013-12-16,changed_mind,4171.6
RET-008429,130472,1916,1,2013-12-25,defective,2746.54
RET-008430,130497,2016,1,2013-12-14,late_delivery,2976.08
RET-008432,130548,1085,2,2013-12-19,late_delivery,1824.89
RET-008433,130555,976,8,2013-12-24,wrong_size,22246.43
RET-008434,130559,2054,1,2013-12-08,defective,5330.5
RET-008437,130568,475,1,2013-12-05,wrong_size,9409.43
RET-008438,130586,2091,1,2013-12-16,not_as_described,1549.59
RET-008439,130587,725,1,2013-12-04,late_delivery,1064.12
RET-008440,130587,726,5,2013-12-01,changed_mind,4702.13
RET-008441,130595,460,3,2013-12-20,changed_mind,22335.4
RET-008442,130600,757,2,2013-12-05,changed_mind,1448.32
RET-008443,130602,764,2,2013-12-13,wrong_size,5695.5
RET-008450,130665,1891,1,2013-12-07,defective,6263.12
RET-008453,130724,2219,4,2013-12-22,wrong_size,5179.94
RET-008454,130743,103,1,2013-12-18,wrong_size,7437.11
RET-008455,130805,1517,3,2013-12-03,late_delivery,5193.09
RET-008456,130815,767,3,2013-12-22,defective,2633.31
RET-008457,130815,768,1,2013-12-08,defective,921.16
RET-008460,130932,763,1,2013-12-11,late_delivery,2711.27
RET-008461,130942,733,5,2013-12-08,wrong_size,15746.01
RET-008462,130942,734,3,2013-12-07,not_as_described,10015.54
RET-008463,130982,1940,2,2013-12-21,changed_mind,2870.28
RET-008465,131006,1413,1,2013-12-07,changed_mind,3373.99
RET-008466,131006,1414,1,2013-12-10,not_as_described,3582.79
RET-008467,131016,791,1,2013-12-04,not_as_described,618.67
RET-008470,131063,418,4,2013-12-24,wrong_size,35209.09
RET-008471,131092,600,1,2013-12-21,changed_mind,6236.9
RET-008473,131206,2056,1,2013-12-22,wrong_size,3089.48
RET-008474,131217,2254,5,2013-12-28,not_as_described,2565.23
RET-008476,131229,763,1,2013-12-16,defective,2813.84
RET-008477,131229,764,4,2013-12-22,changed_mind,10440.12
RET-008478,131241,559,4,2013-12-20,changed_mind,23402.76
RET-008479,131321,733,3,2013-12-17,wrong_size,9714.69
RET-008480,131324,2215,7,2013-12-16,defective,22445.34
RET-008482,131360,730,2,2013-12-09,not_as_described,5203.95
RET-008483,131364,1974,4,2013-12-22,defective,2098.45
RET-008484,131397,791,1,2013-12-14,wrong_size,601.78
RET-008485,131414,940,1,2013-12-06,not_as_described,5876.37
RET-008489,131491,729,2,2013-12-08,wrong_size,5291.6
RET-008490,131491,730,6,2013-12-07,defective,15410.94
RET-008491,131511,733,3,2013-12-20,wrong_size,10321.68
RET-008492,131511,734,1,2013-12-08,changed_mind,3218.08
RET-008494,131519,1942,3,2013-12-21,wrong_size,3474.58
RET-008495,131519,1943,1,2013-12-16,changed_mind,1049.8
RET-008496,131535,729,5,2013-12-09,defective,14147.18
RET-008499,131593,499,1,2013-12-20,defective,8813.22
RET-008500,131606,758,3,2013-12-15,defective,1887.68
RET-008501,131649,725,2,2013-12-11,late_delivery,2012.5
RET-008502,131649,726,3,2013-12-20,changed_mind,3084.53
RET-008503,131681,791,5,2013-12-24,changed_mind,2897.08
RET-008504,131768,733,2,2013-12-05,defective,6638.72
RET-008505,131768,2064,4,2013-12-09,wrong_size,19326.38
RET-008506,131770,1935,1,2013-12-09,defective,1127.21
RET-008507,131771,1982,6,2013-12-26,defective,19613.39
RET-008508,131812,792,7,2013-12-11,late_delivery,3923.6
RET-008509,131825,781,1,2013-12-15,wrong_size,923.71
RET-008510,131825,782,4,2013-12-24,not_as_described,4000.51
RET-008512,131885,992,5,2013-12-21,not_as_described,14206.95
RET-008513,131895,767,1,2013-12-23,not_as_described,908.86
RET-008514,131895,768,7,2013-12-20,wrong_size,6495.13
RET-008515,131951,764,4,2013-12-23,changed_mind,11237.75
RET-008516,131963,791,1,2013-12-20,wrong_size,595.15
RET-008517,131974,716,3,2013-12-16,defective,4425.86
RET-008518,131982,1053,4,2013-12-30,wrong_size,9633.63
RET-008520,132042,1116,1,2013-12-16,late_delivery,2528.83
RET-008521,132044,1155,3,2013-12-28,defective,12177.02
RET-008523,132074,2396,3,2013-12-14,changed_mind,2791.85
RET-008524,132080,1093,1,2013-12-22,wrong_size,563.73
RET-008525,132080,1094,2,2013-12-09,changed_mind,1003.92
RET-008526,132098,2396,3,2013-12-15,changed_mind,2523.15
RET-008527,132122,2255,4,2013-12-30,late_delivery,2120.91
RET-008529,132158,1062,2,2013-12-23,changed_mind,2533.26
RET-008530,132194,2396,5,2013-12-16,wrong_size,4455.4
RET-008531,132195,1201,2,2013-12-16,changed_mind,11027.15
RET-008532,132196,2235,6,2013-12-17,wrong_size,3675.83
RET-008533,132198,2218,2,2013-12-25,late_delivery,2657.5
RET-008534,132199,2219,1,2013-12-09,changed_mind,1401.87
RET-008535,132202,1058,4,2013-12-23,changed_mind,4466.59
RET-008536,132242,2205,7,2013-12-24,defective,9194.08
RET-008538,132253,675,1,2013-12-17,wrong_size,5190.94
RET-008539,132269,559,2,2013-12-19,wrong_size,11699.62
RET-008540,132289,1181,5,2013-12-31,wrong_size,17213.1
RET-008542,132300,1150,1,2013-12-31,changed_mind,3842.03
RET-008543,132312,757,4,2013-12-27,not_as_described,2617.0
RET-008544,132347,676,5,2013-12-17,defective,37414.6
RET-008545,132390,1085,1,2013-12-15,changed_mind,798.38
RET-008546,132407,572,1,2013-12-18,late_delivery,4135.62
RET-008547,132426,761,5,2013-12-28,not_as_described,7863.6
RET-008548,132426,762,1,2013-12-20,late_delivery,1497.67
RET-008552,132459,2252,2,2013-12-13,wrong_size,2583.68
RET-008553,132471,644,2,2013-12-28,changed_mind,16424.73
RET-008554,132493,2212,4,2013-12-24,changed_mind,2805.06
RET-008555,132493,2213,3,2013-12-13,wrong_size,2334.21
RET-008556,132499,726,1,2013-12-17,not_as_described,1005.91
RET-008561,132533,759,2,2013-12-17,wrong_size,2858.49
RET-008562,132533,760,3,2013-12-17,not_as_described,4455.66
RET-008565,132561,689,2,2013-12-17,wrong_size,6311.38
RET-008566,132575,422,5,2013-12-18,not_as_described,35775.79
RET-008567,132582,1964,7,2013-12-31,wrong_size,5154.93
RET-008568,132590,2275,1,2013-12-13,not_as_described,3140.13
RET-008569,132592,853,1,2013-12-14,late_delivery,3987.19
RET-008570,132606,760,1,2013-12-20,not_as_described,1336.14
RET-008571,132612,734,5,2013-12-31,wrong_size,15156.13
RET-008572,132629,768,1,2013-12-20,defective,803.39
RET-008573,132655,777,2,2013-12-19,wrong_size,2148.43
RET-008574,132655,778,2,2013-12-14,not_as_described,2075.06
RET-008575,132660,1964,3,2013-12-19,wrong_size,2485.72
RET-008576,132660,1965,7,2013-12-16,defective,5154.56
RET-008577,132675,499,7,2013-12-29,wrong_size,59473.23
RET-008578,132687,604,2,2013-12-25,defective,8203.66
RET-008579,132690,1964,4,2013-12-14,wrong_size,3269.62
RET-008580,132690,1965,3,2013-12-19,defective,2278.66
RET-008581,132706,551,2,2013-12-29,wrong_size,17867.47
RET-008582,132784,791,3,2013-12-23,wrong_size,1797.32
RET-008583,132784,792,1,2013-12-19,wrong_size,638.19
RET-008584,132789,2234,1,2013-12-27,wrong_size,588.16
RET-008585,132796,2387,1,2013-12-29,changed_mind,4897.14
RET-008586,132839,491,2,2013-12-22,wrong_size,16337.7
RET-008587,132864,2254,5,2013-12-30,wrong_size,2847.86
RET-008588,132864,2255,3,2013-12-18,wrong_size,1478.79
RET-008589,132881,733,3,2013-12-22,not_as_described,9163.35
RET-008590,132881,734,3,2013-12-24,defective,8800.52
RET-008594,132915,1097,1,2013-12-22,late_delivery,2672.08
RET-008595,132929,396,2,2013-12-22,wrong_size,15467.99
RET-008596,132976,794,1,2013-12-29,wrong_size,773.18
RET-008597,132977,396,1,2013-12-28,wrong_size,8228.63
RET-008598,132988,725,1,2014-01-04,not_as_described,997.03
RET-008599,132992,767,2,2013-12-31,wrong_size,1657.95
RET-008600,132999,757,1,2013-12-21,not_as_described,644.29
RET-008601,133012,768,2,2013-12-27,wrong_size,1743.05
RET-008602,133063,396,5,2013-12-29,not_as_described,41574.7
RET-008603,133065,622,3,2013-12-24,wrong_size,21876.83
RET-008604,133133,2219,3,2013-12-24,defective,3594.23
RET-008605,133137,804,5,2013-12-24,not_as_described,6979.95
RET-008606,133188,2269,2,2014-01-02,not_as_described,5958.15
RET-008607,133191,491,2,2014-01-02,wrong_size,16467.49
RET-008608,133208,761,1,2013-12-15,late_delivery,1788.97
RET-008609,133208,762,7,2013-12-16,changed_mind,11314.1
RET-008610,133209,761,2,2013-12-23,wrong_size,3228.0
RET-008611,133209,762,4,2013-12-21,changed_mind,6223.37
RET-008612,133213,1065,1,2013-12-21,late_delivery,2668.66
RET-008613,133245,791,3,2013-12-15,late_delivery,1840.46
RET-008614,133245,792,6,2013-12-31,wrong_size,3774.06
RET-008615,133295,2239,3,2013-12-21,not_as_described,3445.81
RET-008617,133322,2234,2,2013-12-22,not_as_described,1176.98
RET-008618,133322,2235,1,2014-01-04,not_as_described,574.31
RET-008619,133350,785,1,2013-12-17,wrong_size,565.96
RET-008620,133364,2212,1,2013-12-23,wrong_size,826.08
RET-008621,133366,760,1,2013-12-22,defective,1370.37
RET-008622,133372,2212,4,2014-01-01,defective,3071.15
RET-008623,133410,1044,5,2014-01-04,wrong_size,12748.46
RET-008626,133452,910,4,2013-12-21,not_as_described,14712.52
RET-008627,133468,396,1,2013-12-27,changed_mind,8418.87
RET-008628,133501,1001,3,2013-12-24,late_delivery,10409.38
RET-008629,133520,1088,1,2013-12-20,wrong_size,2764.09
RET-008630,133524,2255,4,2013-12-18,changed_mind,2198.14
RET-008631,133564,1086,1,2014-01-04,wrong_size,826.23
RET-008632,133584,1155,1,2014-01-11,changed_mind,4027.07
RET-008635,133597,781,1,2013-12-21,not_as_described,963.01
RET-008636,133597,782,4,2013-12-29,defective,3919.99
RET-008637,133601,648,5,2013-12-27,changed_mind,37603.8
RET-008638,133622,791,2,2013-12-23,defective,1155.29
RET-008639,133623,792,4,2013-12-23,defective,2388.82
RET-008640,133625,767,5,2013-12-31,wrong_size,4467.38
RET-008641,133628,1483,1,2013-12-29,changed_mind,785.09
RET-008643,133671,1942,4,2014-01-04,not_as_described,4482.32
RET-008644,133697,2262,2,2013-12-22,not_as_described,6074.23
RET-008646,133740,2254,1,2013-12-25,wrong_size,508.43
RET-008647,133751,792,3,2014-01-06,wrong_size,1883.47
RET-008651,133819,792,6,2013-12-18,not_as_described,3535.41
RET-008652,133822,792,6,2013-12-30,changed_mind,3628.14
RET-008653,133824,609,5,2014-01-05,wrong_size,42112.04
RET-008654,133825,2214,1,2013-12-31,changed_mind,3481.28
RET-008655,133827,1191,5,2014-01-03,changed_mind,12721.96
RET-008656,133828,1053,2,2014-01-06,late_delivery,4899.63
RET-008658,133842,1094,2,2014-01-01,defective,1017.61
RET-008659,133844,782,1,2014-01-04,not_as_described,964.35
RET-008661,133877,781,7,2014-01-03,defective,6206.42
RET-008662,133877,782,1,2014-01-05,changed_mind,864.69
RET-008663,133878,757,1,2014-01-01,defective,643.94
RET-008664,133878,758,2,2013-12-30,defective,1257.07
RET-008665,133886,681,6,2013-12-24,not_as_described,37021.39
RET-008666,133889,769,5,2013-12-28,wrong_size,13084.78
RET-008669,133928,2253,2,2014-01-03,defective,2217.55
RET-008672,133956,635,1,2013-12-24,changed_mind,7489.16
RET-008673,133997,2359,2,2013-12-20,defective,8611.96
RET-008674,134030,1965,5,2013-12-28,not_as_described,4237.72
RET-008675,134039,715,3,2013-12-30,wrong_size,4379.44
RET-008676,134039,716,1,2014-01-06,wrong_size,1309.65
RET-008677,134057,794,5,2013-12-26,late_delivery,3729.87
RET-008678,134151,2049,2,2013-12-26,defective,7755.43
RET-008679,134162,251,7,2013-12-24,late_delivery,34559.3
RET-008681,134190,758,3,2013-12-27,late_delivery,1801.06
RET-008682,134216,764,1,2014-01-06,defective,2954.25
RET-008683,134228,2254,2,2013-12-24,wrong_size,1039.72
RET-008684,134228,2255,2,2013-12-24,changed_mind,1146.2
RET-008685,134230,1085,1,2014-01-02,wrong_size,795.78
RET-008686,134234,2280,3,2013-12-31,changed_mind,4589.11
RET-008687,134245,760,7,2014-01-05,changed_mind,9604.44
RET-008688,134247,759,4,2013-12-24,wrong_size,5918.32
RET-008689,134261,768,4,2014-01-02,wrong_size,3365.99
RET-008690,134274,758,1,2013-12-25,wrong_size,692.09
RET-008691,134303,2275,2,2014-01-03,defective,6329.59
RET-008693,134325,792,1,2013-12-23,changed_mind,655.33
RET-008694,134332,791,3,2013-12-27,not_as_described,1657.2
RET-008696,134370,2343,4,2014-01-08,defective,17332.23
RET-008698,134410,759,3,2014-01-02,wrong_size,4327.19
RET-008699,134410,760,1,2013-12-27,defective,1286.81
RET-008700,134416,768,4,2013-12-27,wrong_size,3432.59
RET-008701,134421,791,2,2014-01-08,defective,1276.53
RET-008702,134421,792,6,2014-01-07,not_as_described,3879.07
RET-008703,134423,631,6,2014-01-12,wrong_size,19220.46
RET-008704,134429,757,3,2014-01-07,wrong_size,1878.38
RET-008705,134429,758,1,2014-01-03,changed_mind,664.24
RET-008706,134433,475,1,2013-12-24,wrong_size,10110.51
RET-008707,134441,794,3,2013-12-29,wrong_size,2285.79
RET-008709,134575,604,3,2014-01-07,wrong_size,12673.42
RET-008711,134602,1484,3,2014-01-01,not_as_described,2205.71
RET-008712,134659,2212,4,2013-12-30,wrong_size,3187.63
RET-008714,134684,759,1,2014-01-05,wrong_size,1392.96
RET-008715,134725,1057,2,2013-12-31,wrong_size,2382.19
RET-008716,134725,1058,2,2013-12-28,not_as_described,2432.95
RET-008718,134754,791,5,2014-01-16,defective,2811.9
RET-008720,134786,600,4,2014-01-04,changed_mind,29026.15
RET-008721,134791,791,7,2013-12-28,defective,3949.93
RET-008722,134821,734,1,2013-12-28,wrong_size,2943.74
RET-008723,134846,1414,3,2013-12-24,wrong_size,9954.62
RET-008724,134865,759,8,2014-01-05,defective,10106.14
RET-008725,134865,760,1,2013-12-21,wrong_size,1394.02
RET-008726,134875,2275,6,2014-01-02,not_as_described,21830.86
RET-008728,134903,1984,8,2014-01-04,not_as_described,12433.51
RET-008729,134910,1085,7,2013-12-26,wrong_size,5802.76
RET-008730,134947,551,3,2014-01-02,changed_mind,26733.6
RET-008731,134954,2204,1,2014-01-03,wrong_size,1286.16
RET-008732,134954,2205,1,2014-01-02,wrong_size,1254.66
RET-008733,134955,977,1,2013-12-27,not_as_described,3991.47
RET-008734,134981,726,7,2013-12-25,not_as_described,6903.59
RET-008735,135006,725,1,2014-01-11,wrong_size,989.65
RET-008736,135036,1201,2,2014-01-08,wrong_size,10007.25
RET-008737,135081,2295,1,2013-12-30,changed_mind,8549.28
RET-008738,135106,2212,2,2014-01-13,wrong_size,1617.91
RET-008739,135106,2213,1,2014-01-05,late_delivery,830.97
RET-008740,135132,103,2,2014-01-06,changed_mind,15616.01
RET-008741,135132,777,3,2013-12-29,wrong_size,3444.74
RET-008742,135132,778,2,2014-01-05,wrong_size,2046.41
RET-008743,135168,792,1,2014-01-09,defective,594.96
RET-008744,135178,445,2,2014-01-03,wrong_size,15785.89
RET-008745,135194,2054,1,2014-01-06,late_delivery,5376.91
RET-008746,135263,785,8,2014-01-01,wrong_size,4366.51
RET-008747,135263,786,3,2013-12-23,late_delivery,1507.4
RET-008748,135341,681,2,2014-01-03,late_delivery,13423.7
RET-008749,135372,767,2,2014-01-09,defective,1769.55
RET-008750,135376,396,7,2013-12-28,wrong_size,61270.88
RET-008751,135387,604,1,2014-01-14,not_as_described,4463.55
RET-008752,135399,753,3,2013-12-29,wrong_size,6562.03
RET-008753,135433,758,6,2014-01-06,late_delivery,4257.15
RET-008754,135435,763,1,2014-01-03,wrong_size,2842.35
RET-008755,135435,764,3,2014-01-05,wrong_size,8849.32
RET-008756,135459,396,6,2014-01-03,changed_mind,49740.35
RET-008757,135478,725,3,2014-01-14,wrong_size,2921.02
RET-008758,135478,726,5,2014-01-11,not_as_described,5203.61
RET-008759,135500,2223,1,2014-01-19,changed_mind,1948.42
RET-008760,135512,1943,4,2014-01-08,wrong_size,4126.5
RET-008762,135561,565,1,2014-01-02,changed_mind,7697.27
RET-008764,135581,1123,2,2013-12-31,wrong_size,4314.17
RET-008765,135597,1085,2,2013-12-29,defective,1661.43
RET-008766,135597,1086,2,2014-01-08,changed_mind,1656.46
RET-008769,135660,1062,1,2014-01-01,not_as_described,1431.27
RET-008770,135680,2219,3,2014-01-11,defective,3808.23
RET-008771,135705,761,3,2014-01-16,late_delivery,4934.34
RET-008772,135705,762,6,2014-01-03,changed_mind,9176.81
RET-008776,135717,1117,2,2014-01-10,changed_mind,5447.21
RET-008777,135722,791,2,2014-01-13,defective,1294.75
RET-008778,135722,792,5,2014-01-01,changed_mind,2856.54
RET-008779,135728,915,2,2014-01-15,wrong_size,10943.16
RET-008780,135745,726,1,2014-01-01,wrong_size,1034.18
RET-008781,135764,2252,3,2013-12-31,not_as_described,3411.65
RET-008782,135772,792,1,2014-01-02,defective,590.5
RET-008783,135789,792,7,2014-01-11,not_as_described,4489.4
RET-008785,135820,716,3,2014-01-09,defective,4074.3
RET-008786,135831,725,3,2014-01-01,not_as_described,2674.1
RET-008787,135836,2396,1,2013-12-29,changed_mind,895.05
RET-008788,135864,715,4,2014-01-05,not_as_described,5665.68
RET-008789,135872,778,1,2013-12-29,wrong_size,1001.69
RET-008790,135889,792,1,2013-12-31,not_as_described,623.24
RET-008791,135915,2192,1,2014-01-03,not_as_described,1937.84
