date,traffic_source,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec
2015-04-23,organic_search,33494,26912,158159,0.0041,203.7
2015-04-24,organic_search,31753,22949,170691,0.00438,141.6
2015-04-25,referral,36571,26976,179957,0.00403,317.8
2015-04-26,organic_search,30907,23892,116178,0.00418,199.6
2015-04-27,social_media,34074,24139,114811,0.00504,145.1
2015-04-28,social_media,31168,23641,123478,0.00521,238.8
2015-04-29,organic_search,35794,25274,128333,0.00417,199.9
2015-04-30,direct,28994,22062,150712,0.00394,267.3
2015-05-01,organic_search,30846,24315,163628,0.00485,200.4
2015-05-02,organic_search,33476,26822,182726,0.0051,219.9
2015-05-03,organic_search,24534,20051,126935,0.00326,296.2
2015-05-04,email_campaign,29719,20848,155249,0.00357,105.5
2015-05-05,organic_search,28430,20543,107343,0.00343,305.4
2015-05-06,organic_search,27853,20910,131355,0.00391,307.8
2015-05-07,social_media,24031,17827,83533,0.00493,224.8
2015-05-08,social_media,29160,23034,109154,0.00429,276.5
2015-05-09,organic_search,31489,23349,164844,0.00453,312.1
2015-05-10,paid_search,28854,20819,121753,0.00378,224.5
2015-05-11,direct,30303,21569,101312,0.00498,196.4
2015-05-12,organic_search,29164,20797,132743,0.00456,251.8
2015-05-13,direct,28695,22220,132422,0.0043,161.0
2015-05-14,email_campaign,24060,17186,83908,0.00432,229.1
2015-05-15,organic_search,27784,22574,100088,0.00467,250.7
2015-05-16,paid_search,25165,19778,109606,0.0038,212.9
2015-05-17,referral,32410,24265,113804,0.00405,301.7
2015-05-18,social_media,26179,20898,133705,0.0038,132.7
2015-05-19,organic_search,29063,21602,150346,0.0054,276.9
2015-05-20,social_media,30494,24191,126406,0.00357,298.0
2015-05-21,paid_search,29062,20606,123437,0.00395,258.7
2015-05-22,organic_search,27267,20288,149515,0.00474,143.0
2015-05-23,paid_search,30173,23985,100559,0.00439,210.6
2015-05-24,organic_search,27244,19433,90867,0.0044,116.7
2015-05-25,organic_search,29094,21740,129228,0.00544,260.9
2015-05-26,organic_search,27670,21242,95316,0.00342,227.0
2015-05-27,organic_search,26401,20469,119105,0.00574,183.6
2015-05-28,organic_search,27850,20116,89456,0.00419,178.6
2015-05-29,referral,34451,27090,172863,0.00381,116.7
2015-05-30,social_media,30967,24404,149751,0.00464,283.9
2015-05-31,referral,27874,21527,109033,0.00366,233.5
2015-06-01,social_media,29318,22266,98658,0.00505,192.2
2015-06-02,organic_search,30701,24975,126635,0.00557,295.3
2015-06-03,referral,32446,23589,166997,0.00538,212.1
2015-06-04,email_campaign,28794,21415,121730,0.00523,162.3
2015-06-05,paid_search,28463,19935,144463,0.00338,200.7
2015-06-06,organic_search,34892,28589,164211,0.00538,156.8
2015-06-07,social_media,32243,25956,145312,0.00547,256.8
2015-06-08,referral,32199,25978,170674,0.00433,298.5
2015-06-09,email_campaign,27727,19941,145314,0.00511,281.4
2015-06-10,social_media,31622,24009,125377,0.00399,108.2
2015-06-11,organic_search,32332,23402,159377,0.00487,194.3
2015-06-12,social_media,24605,19576,116966,0.00362,266.6
2015-06-13,paid_search,31158,23057,166081,0.00423,247.0
2015-06-14,social_media,29214,21013,150301,0.00444,188.2
2015-06-15,social_media,32287,25912,128566,0.0041,238.4
2015-06-16,paid_search,26776,19786,104352,0.00375,171.3
2015-06-17,social_media,35371,28846,155050,0.00422,217.0
2015-06-18,social_media,30266,22102,104739,0.00461,287.7
2015-06-19,email_campaign,35795,27659,158232,0.0037,319.2
2015-06-20,social_media,29012,20477,144998,0.00366,212.1
2015-06-21,paid_search,34568,26635,143948,0.00475,197.6
2015-06-22,social_media,30368,24526,101421,0.00401,116.0
2015-06-23,paid_search,34822,25528,161315,0.00495,192.0
2015-06-24,paid_search,27399,19217,103711,0.0045,284.5
2015-06-25,referral,31624,25240,150529,0.00522,175.0
2015-06-26,organic_search,30769,22895,140394,0.00476,263.6
2015-06-27,direct,29801,24190,145509,0.0052,127.8
2015-06-28,social_media,24381,17220,129189,0.00446,183.9
2015-06-29,social_media,34732,24375,156417,0.0044,233.6
2015-06-30,paid_search,33102,24296,110641,0.00552,106.5
2015-07-01,paid_search,20602,16457,79358,0.00357,300.4
2015-07-02,email_campaign,27231,22131,124329,0.00527,225.1
2015-07-03,paid_search,24958,18340,128945,0.00516,246.9
2015-07-04,email_campaign,24138,19174,106014,0.0036,149.3
2015-07-05,organic_search,26737,19679,85774,0.00547,176.4
2015-07-06,email_campaign,26606,19213,138752,0.00526,289.1
2015-07-07,social_media,26622,20411,87438,0.00323,235.9
2015-07-08,paid_search,22401,17945,112821,0.00413,315.0
2015-07-09,paid_search,22941,16968,76486,0.00515,198.5
2015-07-10,paid_search,20649,15288,99177,0.00343,211.5
2015-07-11,organic_search,26986,19812,119096,0.00563,286.6
2015-07-12,paid_search,23368,16615,87437,0.00531,251.4
2015-07-13,social_media,24986,19531,92624,0.00326,246.7
2015-07-14,organic_search,25268,19699,122868,0.00566,289.2
2015-07-15,organic_search,28980,22939,141557,0.00442,298.6
2015-07-16,email_campaign,25987,18625,134344,0.00329,226.6
2015-07-17,referral,23621,17228,123032,0.00372,132.5
2015-07-18,social_media,22256,17049,73505,0.0036,257.0
2015-07-19,paid_search,25777,19987,102382,0.0049,274.0
2015-07-20,email_campaign,21426,15804,83474,0.00333,129.4
2015-07-21,organic_search,26411,20585,89690,0.00552,154.0
2015-07-22,paid_search,25454,20168,116758,0.0053,250.4
2015-07-23,direct,25169,19631,112460,0.00453,134.2
2015-07-24,referral,27430,19435,98020,0.00353,162.0
2015-07-25,organic_search,26582,18972,92409,0.00486,232.8
2015-07-26,organic_search,25938,19698,133086,0.00564,296.1
2015-07-27,social_media,24503,19723,94009,0.00443,296.6
2015-07-28,organic_search,24684,17484,103037,0.00322,198.9
2015-07-29,referral,23935,17376,101797,0.00454,115.3
2015-07-30,email_campaign,28283,19983,112059,0.00334,210.8
2015-07-31,referral,27777,21301,142543,0.00523,166.3
2015-08-01,paid_search,25416,19592,107939,0.00333,303.8
2015-08-02,direct,25347,18517,89162,0.0034,101.9
2015-08-03,email_campaign,28461,21974,110496,0.00447,157.9
2015-08-04,paid_search,26191,21319,119413,0.0047,232.5
2015-08-05,organic_search,29226,21369,95035,0.00445,299.2
2015-08-06,paid_search,24693,18406,96182,0.00357,116.8
2015-08-07,email_campaign,26800,19332,117374,0.00455,287.7
2015-08-08,paid_search,26294,19881,138084,0.00368,207.6
2015-08-09,email_campaign,23894,18799,78998,0.00461,173.7
2015-08-10,organic_search,28341,21424,125275,0.00435,283.0
2015-08-11,paid_search,25098,17651,83606,0.00328,164.8
2015-08-12,email_campaign,27210,19954,143071,0.00545,316.4
2015-08-13,email_campaign,23810,16914,125846,0.00524,233.1
2015-08-14,paid_search,27482,20412,94726,0.00378,149.4
2015-08-15,organic_search,24803,20079,101731,0.00565,298.7
2015-08-16,paid_search,30678,21654,114864,0.00342,260.0
2015-08-17,organic_search,25286,18149,127955,0.00353,244.6
2015-08-18,paid_search,26259,18641,139980,0.00563,175.5
2015-08-19,social_media,28515,20565,102526,0.00487,256.8
2015-08-20,referral,26047,19340,94210,0.0042,245.5
2015-08-21,paid_search,27624,20884,104074,0.00447,115.3
2015-08-22,paid_search,28267,20186,105913,0.00386,291.8
2015-08-23,paid_search,26494,18687,102152,0.00358,195.3
2015-08-24,organic_search,26670,19153,98635,0.00409,201.0
2015-08-25,paid_search,29244,22860,123604,0.00499,274.9
2015-08-26,referral,24536,18480,127640,0.00569,196.1
2015-08-27,organic_search,26269,19468,91099,0.00459,113.8
2015-08-28,email_campaign,26954,19364,144057,0.00446,313.7
2015-08-29,referral,28818,22955,158022,0.00377,282.4
2015-08-30,organic_search,27508,20195,109859,0.00422,271.8
2015-08-31,paid_search,27293,19240,139809,0.00483,216.6
2015-09-01,social_media,17480,13262,57096,0.00368,263.9
2015-09-02,paid_search,20702,16666,69558,0.00328,118.3
2015-09-03,organic_search,19328,13739,62074,0.00364,230.8
2015-09-04,organic_search,21904,15874,107607,0.00385,101.7
2015-09-05,email_campaign,19156,14479,82375,0.00548,314.9
2015-09-06,social_media,19448,15772,68250,0.0033,237.6
2015-09-07,paid_search,17684,14118,69916,0.00564,283.5
2015-09-08,organic_search,19746,13838,93992,0.00498,132.1
2015-09-09,direct,18587,13758,87916,0.00414,190.1
2015-09-10,email_campaign,17610,13778,62257,0.00377,181.3
2015-09-11,organic_search,18890,15028,78439,0.0033,206.7
2015-09-12,direct,15341,11807,51281,0.00518,277.5
2015-09-13,social_media,20180,15018,102993,0.00522,180.8
2015-09-14,referral,19576,14212,86422,0.00348,191.2
2015-09-15,paid_search,22012,16729,90723,0.00422,306.3
2015-09-16,paid_search,19650,14065,86514,0.00321,258.3
2015-09-17,organic_search,20086,14356,100816,0.00458,138.9
2015-09-18,social_media,17602,13602,88389,0.00519,305.5
2015-09-19,organic_search,20896,15411,111247,0.00568,164.4
2015-09-20,organic_search,18429,13587,76753,0.00346,271.9
2015-09-21,organic_search,19819,16050,66316,0.00466,290.2
2015-09-22,email_campaign,19877,16252,63995,0.00436,103.3
2015-09-23,social_media,17652,13079,71664,0.00387,318.0
2015-09-24,referral,20962,15512,82371,0.00424,137.4
2015-09-25,referral,19659,15631,106872,0.00479,167.2
2015-09-26,paid_search,21009,17168,108813,0.00407,179.5
2015-09-27,organic_search,21844,16369,117349,0.00536,133.1
2015-09-28,referral,18337,14106,67729,0.00556,111.4
2015-09-29,paid_search,19122,13426,94406,0.00501,221.6
2015-09-30,organic_search,17523,13440,57686,0.00509,284.6
2015-10-01,organic_search,15491,12315,66956,0.00415,207.8
2015-10-02,organic_search,15982,11755,61202,0.00443,145.3
2015-10-03,paid_search,15008,11370,68639,0.00362,168.3
2015-10-04,social_media,16759,12375,73139,0.00327,180.2
2015-10-05,social_media,14395,11749,68728,0.00386,233.3
2015-10-06,social_media,15319,11322,72555,0.00457,148.8
2015-10-07,social_media,15755,12150,79517,0.00417,126.0
2015-10-08,paid_search,16564,12299,67620,0.00364,234.3
2015-10-09,social_media,16177,12022,57239,0.004,187.9
2015-10-10,social_media,13914,10751,56445,0.00402,225.7
2015-10-11,organic_search,15458,11617,62989,0.00495,105.9
2015-10-12,direct,13664,10610,66043,0.00366,170.8
2015-10-13,paid_search,15985,11660,56565,0.00385,159.9
2015-10-14,social_media,16989,12008,81718,0.00565,204.6
2015-10-15,referral,16071,11596,79890,0.00558,250.1
2015-10-16,referral,14652,10534,79371,0.00322,112.9
2015-10-17,referral,17243,12612,76928,0.00373,301.8
2015-10-18,organic_search,16988,13378,69191,0.00326,297.0
2015-10-19,social_media,14648,10830,77608,0.00512,196.3
2015-10-20,organic_search,15301,12493,60371,0.0043,204.7
2015-10-21,direct,15121,11856,74851,0.0043,221.2
2015-10-22,paid_search,15219,10773,73159,0.00366,243.2
2015-10-23,organic_search,16428,11814,86432,0.00338,274.9
2015-10-24,direct,15087,11501,52076,0.00532,204.3
2015-10-25,paid_search,17383,13762,79446,0.00531,198.3
2015-10-26,email_campaign,17645,14292,56926,0.00503,254.4
2015-10-27,social_media,14318,11717,68167,0.00391,247.7
2015-10-28,organic_search,15923,11322,78474,0.00414,318.6
2015-10-29,referral,14579,11450,70402,0.00421,279.4
2015-10-30,referral,16283,12617,79766,0.00428,317.0
2015-10-31,paid_search,16765,12368,64584,0.00333,264.3
2015-11-01,organic_search,12648,10110,61721,0.0043,226.0
2015-11-02,social_media,12291,9842,59045,0.00511,119.3
2015-11-03,email_campaign,14430,11020,55418,0.00434,156.1
2015-11-04,organic_search,12298,9471,52741,0.00379,280.0
2015-11-05,organic_search,13451,9497,53142,0.00337,125.6
2015-11-06,paid_search,14154,11094,47606,0.00363,271.6
2015-11-07,organic_search,13272,10281,62761,0.00549,213.8
2015-11-08,paid_search,12234,9118,61007,0.00563,142.0
2015-11-09,direct,14367,11128,65336,0.00464,129.1
2015-11-10,email_campaign,14088,9978,68221,0.00543,265.4
2015-11-11,paid_search,13290,10715,59892,0.00372,267.8
2015-11-12,email_campaign,13903,11236,61201,0.00525,265.5
2015-11-13,organic_search,14681,11365,65735,0.00548,291.3
2015-11-14,paid_search,14789,10949,77847,0.00378,152.6
2015-11-15,organic_search,12535,8911,64069,0.00569,192.7
2015-11-16,paid_search,12803,10408,47243,0.00328,213.7
2015-11-17,social_media,11316,8912,55403,0.0041,159.0
2015-11-18,organic_search,14680,11931,52971,0.00396,172.7
2015-11-19,social_media,14557,10588,76901,0.00448,148.6
2015-11-20,paid_search,13750,10076,61102,0.00364,313.1
2015-11-21,email_campaign,14699,11383,52048,0.00477,114.2
2015-11-22,organic_search,14679,11250,71235,0.0042,300.4
2015-11-23,referral,11714,8250,63229,0.00466,296.4
2015-11-24,direct,12523,9994,60988,0.00432,110.0
2015-11-25,email_campaign,12747,9371,64179,0.00438,284.6
2015-11-26,organic_search,12460,9654,42889,0.00506,298.6
2015-11-27,social_media,12408,9099,58532,0.00324,296.5
2015-11-28,organic_search,14692,11241,73086,0.00387,125.4
2015-11-29,organic_search,14441,11536,75285,0.00434,139.2
2015-11-30,paid_search,12771,9548,63965,0.00351,313.2
2015-12-01,social_media,13668,10021,61441,0.00504,104.1
2015-12-02,email_campaign,14048,10903,54556,0.00522,305.8
2015-12-03,referral,15464,11963,51678,0.00531,318.5
2015-12-04,paid_search,13738,10323,50602,0.00443,204.8
2015-12-05,referral,14548,10998,63227,0.00394,236.1
2015-12-06,email_campaign,13375,10438,68771,0.00531,231.9
2015-12-07,email_campaign,14667,11431,68419,0.00517,281.9
2015-12-08,organic_search,15215,11241,69929,0.00354,227.8
2015-12-09,paid_search,16326,12045,69015,0.00545,269.1
2015-12-10,email_campaign,13711,11067,50285,0.00326,244.5
2015-12-11,organic_search,15391,11318,67959,0.00357,177.7
2015-12-12,social_media,15008,11400,58168,0.00565,270.1
2015-12-13,organic_search,14700,10463,68140,0.00367,102.5
2015-12-14,referral,12967,10202,49267,0.00499,217.9
2015-12-15,paid_search,16132,13098,70312,0.00531,151.0
2015-12-16,organic_search,13212,9707,43582,0.00465,122.7
2015-12-17,social_media,15145,12005,79733,0.0047,109.1
2015-12-18,paid_search,14745,11612,50065,0.00383,270.4
2015-12-19,referral,16727,11842,75482,0.00349,151.1
2015-12-20,organic_search,15075,12232,52971,0.00382,136.8
2015-12-21,social_media,15716,12497,71525,0.00505,230.1
2015-12-22,referral,13743,11031,72308,0.00512,275.6
2015-12-23,social_media,14154,10824,63423,0.00538,286.7
2015-12-24,organic_search,14389,11654,63948,0.00408,166.1
2015-12-25,paid_search,16343,12402,55203,0.00376,119.6
2015-12-26,social_media,14081,10396,48105,0.00558,119.1
2015-12-27,organic_search,16176,13022,57718,0.00532,125.2
2015-12-28,organic_search,14045,10009,69532,0.00339,180.1
2015-12-29,organic_search,16001,12904,61587,0.00421,125.4
2015-12-30,email_campaign,15819,12433,69094,0.00425,199.2
2015-12-31,paid_search,15303,11679,75173,0.00347,257.3
2016-01-01,email_campaign,11641,8712,37634,0.00559,267.3
2016-01-02,organic_search,10947,8044,55830,0.00365,221.4
2016-01-03,paid_search,13218,9831,64885,0.00565,208.5
2016-01-04,paid_search,12375,9643,63066,0.00517,275.2
2016-01-05,email_campaign,11134,8762,40671,0.0044,203.1
2016-01-06,paid_search,12757,10309,67093,0.00373,138.2
2016-01-07,social_media,11373,8618,59432,0.00412,312.2
2016-01-08,organic_search,9490,7221,37150,0.00395,172.4
2016-01-09,paid_search,13256,9596,46353,0.00436,277.3
2016-01-10,email_campaign,13236,9859,64108,0.00484,105.5
2016-01-11,direct,12641,9828,60451,0.00336,167.7
2016-01-12,organic_search,11876,9485,56311,0.00546,305.4
2016-01-13,email_campaign,10067,8114,39608,0.00357,206.5
2016-01-14,social_media,13932,10319,69298,0.00395,271.2
2016-01-15,paid_search,12653,10155,55447,0.00452,290.1
2016-01-16,direct,11445,8556,46538,0.0035,136.4
2016-01-17,paid_search,10008,7752,45333,0.00414,250.9
2016-01-18,referral,11770,9405,46667,0.00419,228.5
2016-01-19,paid_search,10942,8319,56962,0.00515,115.0
2016-01-20,social_media,12385,10034,39639,0.00577,222.4
2016-01-21,email_campaign,11496,8327,61265,0.00467,291.0
2016-01-22,paid_search,12866,9035,48203,0.00503,314.7
2016-01-23,social_media,12386,9914,44551,0.00549,255.5
2016-01-24,organic_search,12224,8763,54172,0.00539,283.0
2016-01-25,direct,11670,8461,60857,0.00335,228.3
2016-01-26,organic_search,13357,9544,51883,0.00481,139.3
2016-01-27,organic_search,10112,7300,44184,0.00529,198.3
2016-01-28,organic_search,14033,10718,57073,0.00445,112.5
2016-01-29,referral,10947,8155,50993,0.00328,162.5
2016-01-30,paid_search,12513,9653,65920,0.00502,134.5
2016-01-31,organic_search,11419,8209,38946,0.00334,254.7
2016-02-01,paid_search,17175,13626,59868,0.00533,148.7
2016-02-02,direct,16623,12204,75261,0.00563,256.7
2016-02-03,paid_search,19714,15698,104335,0.00518,101.6
2016-02-04,organic_search,16103,12176,52113,0.00366,107.6
2016-02-05,paid_search,15709,11623,76250,0.00345,250.3
2016-02-06,email_campaign,16126,12565,85675,0.00579,256.9
2016-02-07,paid_search,18608,13602,83077,0.004,149.2
2016-02-08,referral,18097,13313,61310,0.0056,214.6
2016-02-09,organic_search,17145,12244,68554,0.0039,127.1
2016-02-10,paid_search,19010,14622,63376,0.00352,204.7
2016-02-11,social_media,20506,16732,86480,0.00528,256.6
2016-02-12,organic_search,18330,14596,70795,0.00504,129.6
2016-02-13,email_campaign,18473,14163,100174,0.00571,284.5
2016-02-14,email_campaign,19163,14357,70990,0.0046,161.3
2016-02-15,social_media,18698,13210,67308,0.00477,268.1
2016-02-16,paid_search,15627,11931,55669,0.00399,108.7
2016-02-17,social_media,17990,14392,66105,0.00339,200.0
2016-02-18,email_campaign,20773,14775,93178,0.00411,196.6
2016-02-19,email_campaign,15561,11243,83645,0.00573,298.3
2016-02-20,organic_search,18344,13061,94030,0.00566,313.8
2016-02-21,organic_search,18371,14438,70445,0.00551,114.8
2016-02-22,paid_search,16624,13434,54941,0.00327,239.1
2016-02-23,paid_search,19443,15525,65423,0.00337,124.0
2016-02-24,email_campaign,18131,12967,69981,0.00402,126.9
2016-02-25,organic_search,17420,12431,72925,0.00338,140.0
2016-02-26,organic_search,18006,13934,57841,0.00469,124.5
2016-02-27,email_campaign,15907,11168,82608,0.0043,205.6
2016-02-28,direct,18438,14716,67837,0.0041,105.0
2016-02-29,social_media,18504,14317,93760,0.0044,292.7
2016-03-01,paid_search,26992,21032,117947,0.00482,270.4
2016-03-02,organic_search,24782,17548,132132,0.0055,182.5
2016-03-03,organic_search,27680,22122,121091,0.00483,273.8
2016-03-04,referral,26344,19353,103165,0.00447,270.7
2016-03-05,social_media,21768,17084,106947,0.00372,112.5
2016-03-06,social_media,23121,17009,111366,0.00463,232.7
2016-03-07,email_campaign,26576,20232,93060,0.00473,295.5
2016-03-08,referral,23750,17459,117371,0.00481,222.5
2016-03-09,paid_search,30824,25068,141783,0.00575,279.8
2016-03-10,social_media,25094,17925,130477,0.00511,232.2
2016-03-11,organic_search,24168,16941,81811,0.00549,162.8
2016-03-12,organic_search,24644,18973,135320,0.00421,144.1
2016-03-13,email_campaign,23591,18027,78079,0.00357,237.1
2016-03-14,organic_search,23186,16474,101909,0.00531,174.9
2016-03-15,email_campaign,26245,21094,107523,0.00418,255.1
2016-03-16,email_campaign,24017,19505,100833,0.00475,190.9
2016-03-17,paid_search,22714,18358,80292,0.00438,164.9
2016-03-18,social_media,24107,18877,100707,0.00376,104.3
2016-03-19,organic_search,25702,18697,102180,0.00439,139.3
2016-03-20,referral,22946,18176,88612,0.00361,118.7
2016-03-21,direct,25412,19709,130203,0.00536,186.6
2016-03-22,direct,26309,21458,121633,0.00536,192.7
2016-03-23,social_media,25486,18934,101106,0.00402,276.8
2016-03-24,referral,27354,21211,133470,0.00414,228.7
2016-03-25,social_media,25460,18987,117893,0.00387,194.2
2016-03-26,email_campaign,19929,14574,107576,0.00377,160.5
2016-03-27,organic_search,27557,22581,93947,0.00335,131.6
2016-03-28,paid_search,22971,18817,123376,0.00333,241.8
2016-03-29,paid_search,24782,19479,88649,0.00353,275.0
2016-03-30,direct,28423,22198,105676,0.00348,255.8
2016-03-31,paid_search,27301,21181,141142,0.0056,102.6
2016-04-01,organic_search,35280,26110,148298,0.00392,268.9
2016-04-02,paid_search,31285,24462,135264,0.00506,299.5
2016-04-03,paid_search,39853,32209,171112,0.00504,189.2
2016-04-04,organic_search,31700,22496,119980,0.00468,141.6
2016-04-05,referral,33961,24714,144993,0.00473,148.9
2016-04-06,social_media,34563,26040,176971,0.00379,288.0
2016-04-07,paid_search,32223,24109,136308,0.00328,257.6
2016-04-08,email_campaign,40960,32614,222237,0.00455,144.5
2016-04-09,social_media,32292,26311,117217,0.0036,180.3
2016-04-10,social_media,29930,22120,132581,0.00364,283.9
2016-04-11,organic_search,31917,24194,128608,0.00568,319.0
2016-04-12,organic_search,37526,28901,149781,0.00539,157.9
2016-04-13,direct,38617,28257,149786,0.00459,272.3
2016-04-14,organic_search,33689,26400,108173,0.00396,171.0
2016-04-15,email_campaign,36113,27136,163008,0.00329,279.8
2016-04-16,referral,32898,24775,137463,0.00512,194.7
2016-04-17,direct,39389,30190,150023,0.004,160.0
2016-04-18,email_campaign,33200,25788,142946,0.00395,271.6
2016-04-19,email_campaign,25488,19049,127287,0.00566,100.2
2016-04-20,referral,35982,28963,152100,0.00388,227.7
2016-04-21,referral,33532,25443,151168,0.00393,107.6
2016-04-22,email_campaign,35570,25756,137754,0.00337,182.7
2016-04-23,email_campaign,28997,21502,106569,0.00511,264.2
2016-04-24,organic_search,34414,25043,161566,0.00572,105.1
2016-04-25,organic_search,31532,22488,150805,0.00569,268.7
2016-04-26,paid_search,29524,23522,148307,0.0055,164.1
2016-04-27,paid_search,33081,25297,181029,0.00524,196.6
2016-04-28,organic_search,34354,25822,179278,0.00337,246.1
2016-04-29,organic_search,30530,24073,132543,0.00425,177.8
2016-04-30,paid_search,35212,27908,135944,0.00511,280.7
2016-05-01,paid_search,34863,28526,139903,0.00563,161.1
2016-05-02,social_media,28519,20889,102461,0.00452,222.0
2016-05-03,email_campaign,34982,28060,139084,0.00329,242.0
2016-05-04,organic_search,35348,28169,166330,0.00548,147.9
2016-05-05,referral,29771,24087,113984,0.00327,299.8
2016-05-06,email_campaign,27614,21353,147246,0.00508,190.0
2016-05-07,email_campaign,39792,30635,144054,0.00524,134.9
2016-05-08,direct,28966,22933,103613,0.0054,317.6
2016-05-09,organic_search,28369,21061,128664,0.00412,235.2
2016-05-10,paid_search,31941,25837,121960,0.00431,287.4
2016-05-11,email_campaign,29147,20594,106696,0.00349,101.1
2016-05-12,email_campaign,32448,26326,125722,0.00432,316.3
2016-05-13,organic_search,33242,25095,165737,0.00442,211.1
2016-05-14,direct,32697,24039,176295,0.00335,123.0
2016-05-15,paid_search,30664,21972,147428,0.00328,154.8
2016-05-16,organic_search,30307,23701,132156,0.00545,292.6
2016-05-17,organic_search,34353,25229,131140,0.00557,187.9
2016-05-18,email_campaign,30584,21640,126637,0.00426,279.5
2016-05-19,organic_search,32056,25670,117450,0.00405,127.4
2016-05-20,paid_search,26494,18959,102959,0.0039,189.2
2016-05-21,organic_search,32181,24897,123544,0.00438,130.4
2016-05-22,email_campaign,27855,21321,133211,0.00549,186.6
2016-05-23,social_media,33895,25827,179800,0.00409,139.8
2016-05-24,organic_search,33317,27062,128279,0.00484,108.3
2016-05-25,email_campaign,30559,22955,137420,0.00435,235.6
2016-05-26,paid_search,29012,22400,100854,0.00351,310.9
2016-05-27,social_media,31654,22277,117413,0.00505,287.8
2016-05-28,social_media,30406,23858,120385,0.00552,319.8
2016-05-29,paid_search,30163,23872,134316,0.00351,252.6
2016-05-30,referral,30700,24332,126409,0.0034,221.1
2016-05-31,paid_search,29707,22770,157676,0.00397,244.4
2016-06-01,social_media,30361,23705,131150,0.00322,112.3
2016-06-02,email_campaign,32911,23190,131608,0.00335,102.3
2016-06-03,paid_search,32205,22850,156430,0.00534,123.3
2016-06-04,organic_search,33568,26608,156310,0.00327,281.6
2016-06-05,organic_search,36075,26306,189010,0.00502,301.3
2016-06-06,direct,35520,28801,186061,0.00355,148.9
2016-06-07,paid_search,31431,22311,100680,0.00464,141.9
2016-06-08,social_media,36825,28833,126407,0.00529,157.7
2016-06-09,social_media,31212,25556,126443,0.00475,175.3
2016-06-10,email_campaign,30303,21771,102242,0.00391,140.7
2016-06-11,referral,36969,26563,195790,0.00555,269.0
2016-06-12,organic_search,28697,20793,103189,0.00353,121.1
2016-06-13,paid_search,34063,26928,163122,0.00465,272.3
2016-06-14,direct,34397,24679,186716,0.00459,157.2
2016-06-15,referral,33083,23250,168360,0.00527,187.5
2016-06-16,email_campaign,28041,21006,133556,0.00422,190.4
2016-06-17,organic_search,35068,25926,187271,0.0038,247.1
2016-06-18,paid_search,34886,27062,161199,0.00367,265.2
2016-06-19,social_media,38767,27509,168541,0.00456,315.5
2016-06-20,organic_search,32245,23977,135266,0.00563,128.8
2016-06-21,social_media,30312,24040,97709,0.00536,155.5
2016-06-22,social_media,27007,19832,96954,0.00517,280.0
2016-06-23,paid_search,33787,26228,165215,0.00506,224.4
2016-06-24,social_media,38202,29924,190436,0.00485,282.1
2016-06-25,paid_search,36799,28971,181381,0.00391,178.7
2016-06-26,organic_search,31541,23069,162759,0.00498,183.5
2016-06-27,email_campaign,33556,26721,143772,0.00493,127.1
2016-06-28,social_media,34476,27429,137302,0.00435,159.4
2016-06-29,organic_search,32831,23468,164936,0.00525,184.0
2016-06-30,email_campaign,33061,25436,157305,0.00484,275.1
2016-07-01,social_media,27643,19559,99053,0.00395,318.0
2016-07-02,email_campaign,22725,16342,93039,0.00429,146.9
2016-07-03,social_media,26996,20540,106634,0.00388,123.5
2016-07-04,organic_search,26647,21584,138858,0.00478,271.0
2016-07-05,paid_search,24584,18565,115188,0.00348,139.8
2016-07-06,social_media,27547,20443,98375,0.00338,291.1
2016-07-07,paid_search,23757,19475,122326,0.00537,150.9
2016-07-08,email_campaign,30223,22727,147211,0.00486,123.4
2016-07-09,organic_search,28415,20298,102750,0.00322,284.3
2016-07-10,organic_search,26627,18741,121806,0.00495,142.3
2016-07-11,email_campaign,23750,17184,100402,0.00353,309.5
2016-07-12,paid_search,25090,19330,108000,0.00491,109.9
2016-07-13,organic_search,25456,19617,112461,0.00498,307.1
2016-07-14,social_media,26102,21123,103066,0.00477,184.2
2016-07-15,organic_search,24689,19531,81948,0.00417,116.4
2016-07-16,organic_search,24381,18562,120554,0.00511,188.1
2016-07-17,organic_search,23404,17521,124678,0.00353,104.8
2016-07-18,email_campaign,26498,19304,88806,0.00441,317.7
2016-07-19,email_campaign,24148,18248,92848,0.00378,151.9
2016-07-20,social_media,26407,18650,132572,0.00381,299.8
2016-07-21,social_media,26495,20970,114364,0.00387,119.0
2016-07-22,organic_search,24845,18827,111995,0.00372,316.1
2016-07-23,email_campaign,25328,20611,91707,0.00375,185.8
2016-07-24,paid_search,26287,18818,109309,0.00444,229.7
2016-07-25,email_campaign,26214,19627,122354,0.00345,291.6
2016-07-26,organic_search,28240,21589,134010,0.00519,119.7
2016-07-27,organic_search,27237,21103,88734,0.00536,157.0
2016-07-28,social_media,25533,18068,103976,0.00502,281.6
2016-07-29,social_media,28740,20665,154184,0.00447,110.0
2016-07-30,paid_search,27670,21379,96328,0.00423,255.3
2016-07-31,social_media,29012,22088,136051,0.00576,197.3
2016-08-01,organic_search,26556,20258,131761,0.00456,297.3
2016-08-02,referral,29110,20880,147042,0.00375,101.8
2016-08-03,paid_search,27129,21732,127147,0.00444,137.1
2016-08-04,paid_search,29332,21908,137738,0.00543,272.8
