shipment_id,order_id,shipper_id,delivery_date,ship_date
3682,5507,,7/30/2012,7/28/2012
3683,5508,,8/1/2012,7/26/2012
3684,5509,,8/1/2012,7/29/2012
3685,5510,,8/6/2012,8/1/2012
3686,5511,,8/2/2012,7/28/2012
3687,5514,,8/1/2012,7/30/2012
3688,5517,,8/1/2012,7/30/2012
3689,5518,,8/3/2012,7/29/2012
3690,5519,,7/30/2012,7/28/2012
3691,5520,,7/29/2012,7/27/2012
3692,5522,,8/2/2012,7/27/2012
3693,5524,,8/2/2012,7/27/2012
3694,5525,,7/31/2012,7/27/2012
3695,5526,,8/3/2012,7/29/2012
3696,5527,,8/4/2012,7/29/2012
3697,5529,,7/31/2012,7/28/2012
3698,5530,,7/29/2012,7/26/2012
3699,5532,,8/4/2012,8/1/2012
3700,5539,,8/2/2012,7/31/2012
3701,5541,,8/2/2012,7/29/2012
3702,5543,,8/3/2012,7/27/2012
3703,5545,,7/30/2012,7/26/2012
3704,5546,,7/29/2012,7/26/2012
3705,5547,,7/28/2012,7/26/2012
3706,5548,,8/2/2012,7/31/2012
3707,5549,,8/2/2012,7/28/2012
3708,5550,,8/5/2012,7/30/2012
3709,5553,,7/27/2012,7/25/2012
3710,5554,,8/4/2012,7/30/2012
3711,5556,,8/2/2012,7/28/2012
3712,5557,,8/2/2012,7/29/2012
3713,5558,,8/2/2012,7/30/2012
3714,5559,,7/31/2012,7/27/2012
3715,5561,,8/2/2012,7/27/2012
3716,5562,,8/2/2012,7/29/2012
3717,5564,,8/3/2012,7/30/2012
3718,5566,,8/6/2012,7/30/2012
3719,5567,,7/31/2012,7/28/2012
3720,5568,,8/3/2012,7/27/2012
3721,5569,,8/2/2012,7/31/2012
3722,5571,,8/4/2012,7/28/2012
3723,5572,,8/2/2012,7/28/2012
3724,5574,,8/7/2012,8/1/2012
3725,5575,,8/3/2012,7/28/2012
3726,5582,,8/2/2012,7/29/2012
3727,5583,,8/1/2012,7/30/2012
3728,5587,,8/2/2012,7/31/2012
3729,5588,,8/6/2012,7/31/2012
3730,5591,,8/4/2012,8/1/2012
3731,5592,,7/31/2012,7/28/2012
3732,5593,,8/4/2012,7/29/2012
3733,5595,,8/2/2012,7/30/2012
3734,5596,,8/1/2012,7/26/2012
3735,5597,,8/1/2012,7/30/2012
3736,5598,,8/2/2012,7/31/2012
3737,5599,,8/3/2012,8/1/2012
3738,5600,,8/5/2012,7/30/2012
3739,5601,,8/2/2012,7/30/2012
3740,5602,,8/1/2012,7/30/2012
3741,5603,,8/3/2012,8/1/2012
3742,5605,,7/30/2012,7/28/2012
3743,5607,,8/3/2012,7/28/2012
3744,5609,,8/5/2012,7/30/2012
3745,5610,,8/3/2012,7/29/2012
3746,5611,,8/2/2012,7/31/2012
3747,5612,,8/6/2012,7/31/2012
3748,5614,,7/31/2012,7/28/2012
3749,5615,,8/5/2012,7/29/2012
3750,5617,,8/6/2012,8/1/2012
3751,5618,,8/2/2012,7/31/2012
3752,5619,,8/7/2012,7/31/2012
3753,5620,,8/6/2012,8/2/2012
3754,5621,,8/4/2012,7/31/2012
3755,5622,,7/30/2012,7/26/2012
3756,5623,,7/31/2012,7/29/2012
3757,5624,,8/2/2012,7/30/2012
3758,5625,,8/4/2012,8/2/2012
3759,5626,,8/1/2012,7/28/2012
3760,5627,,7/31/2012,7/28/2012
3761,5628,,8/2/2012,7/29/2012
3762,5630,,8/1/2012,7/30/2012
3763,5631,,8/2/2012,7/31/2012
3764,5632,,7/30/2012,7/27/2012
3765,5633,,8/3/2012,7/30/2012
3766,5634,,7/31/2012,7/27/2012
3767,5636,,8/1/2012,7/29/2012
3768,5637,,8/9/2012,8/2/2012
3769,5639,,8/3/2012,8/1/2012
3770,5640,,8/2/2012,7/27/2012
3771,5641,,8/6/2012,7/30/2012
3772,5642,,8/2/2012,7/30/2012
3773,5643,,8/8/2012,8/1/2012
3774,5644,,8/2/2012,7/31/2012
3775,5645,,8/1/2012,7/30/2012
3776,5646,,8/3/2012,8/1/2012
3777,5647,,8/5/2012,7/29/2012
3778,5650,,8/4/2012,7/30/2012
3779,5652,,8/3/2012,8/1/2012
3780,5653,,8/5/2012,7/29/2012
3781,5654,,8/7/2012,7/31/2012
3782,5655,,7/30/2012,7/27/2012
3783,5656,,8/5/2012,8/2/2012
3784,5659,,8/3/2012,7/29/2012
3785,5660,,8/3/2012,7/27/2012
3786,5661,,8/1/2012,7/30/2012
3787,5662,,8/1/2012,7/30/2012
3788,5663,,8/3/2012,7/29/2012
3789,5664,,7/29/2012,7/27/2012
3790,5667,,8/7/2012,7/31/2012
3791,5668,,8/1/2012,7/28/2012
3792,5669,,7/31/2012,7/29/2012
3793,5671,,8/4/2012,7/31/2012
3794,5672,,8/2/2012,7/28/2012
3795,5673,,8/6/2012,8/1/2012
3796,5674,,8/1/2012,7/26/2012
3797,5675,,8/4/2012,7/29/2012
3798,5676,,8/2/2012,7/27/2012
3799,5677,,8/6/2012,7/30/2012
3800,5678,,8/3/2012,8/1/2012
3801,5682,,8/1/2012,7/28/2012
3802,5684,,8/4/2012,7/30/2012
3803,5686,,8/5/2012,7/29/2012
3804,5689,,8/1/2012,7/30/2012
3805,5691,,7/29/2012,7/27/2012
3806,5692,,8/1/2012,7/27/2012
3807,5693,,8/4/2012,8/2/2012
3808,5694,,8/4/2012,8/1/2012
3809,5695,,8/6/2012,7/30/2012
3810,5696,,7/29/2012,7/26/2012
3811,5697,,8/3/2012,7/30/2012
3812,5698,,8/2/2012,7/29/2012
3813,5699,,7/31/2012,7/29/2012
3814,5700,,8/4/2012,7/31/2012
3815,5701,,8/2/2012,7/31/2012
3816,5703,,8/1/2012,7/30/2012
3817,5704,,8/4/2012,8/1/2012
3818,5705,,8/5/2012,8/2/2012
3819,5706,,7/31/2012,7/29/2012
3820,5707,,8/1/2012,7/29/2012
3821,5708,,8/4/2012,7/30/2012
3822,5713,,8/1/2012,7/27/2012
3823,5714,,8/1/2012,7/30/2012
3824,5717,,8/7/2012,7/31/2012
3825,5718,,8/3/2012,7/28/2012
3826,5719,,8/5/2012,7/31/2012
3827,5720,,8/6/2012,7/30/2012
3828,5723,,8/1/2012,7/26/2012
3829,5724,,8/6/2012,7/31/2012
3830,5727,,8/5/2012,8/1/2012
3831,5728,,8/6/2012,7/30/2012
3832,5729,,8/2/2012,7/30/2012
3833,5730,,8/4/2012,8/1/2012
3834,5733,,8/2/2012,7/30/2012
3835,5734,,8/4/2012,7/30/2012
3836,5735,,8/5/2012,7/30/2012
3837,5737,,8/1/2012,7/30/2012
3838,5738,,8/2/2012,7/26/2012
3839,5740,,8/8/2012,8/2/2012
3840,5741,,8/3/2012,7/29/2012
3841,5742,,7/29/2012,7/27/2012
3842,5743,,8/1/2012,7/30/2012
3843,5744,,8/6/2012,7/30/2012
3844,5745,,8/3/2012,7/29/2012
3845,5746,,8/1/2012,7/30/2012
3846,5747,,8/4/2012,8/2/2012
3847,5748,,7/31/2012,7/29/2012
3848,5749,,7/31/2012,7/28/2012
3849,5750,,8/2/2012,7/31/2012
3850,5751,,8/2/2012,7/30/2012
3851,5752,,8/1/2012,7/29/2012
3852,5753,,8/4/2012,7/28/2012
3853,5754,,8/1/2012,7/30/2012
3854,5755,,8/6/2012,7/30/2012
3855,5756,,7/29/2012,7/26/2012
3856,5757,,8/4/2012,7/31/2012
3857,5758,,8/6/2012,7/31/2012
3858,5759,,8/4/2012,7/29/2012
3859,5760,,8/4/2012,7/29/2012
3860,5761,,8/3/2012,7/29/2012
3861,5762,,8/2/2012,7/28/2012
3862,5763,,8/6/2012,8/1/2012
3863,5764,,8/1/2012,7/29/2012
3864,5765,,8/4/2012,7/31/2012
3865,5767,,8/5/2012,7/29/2012
3866,5769,,7/31/2012,7/28/2012
3867,5772,,8/3/2012,7/27/2012
3868,5773,,8/1/2012,7/29/2012
3869,5774,,8/3/2012,7/28/2012
3870,5775,,8/4/2012,7/28/2012
3871,5777,,8/4/2012,7/29/2012
3872,5778,,8/7/2012,7/31/2012
3873,5779,,8/3/2012,7/27/2012
3874,5780,,8/2/2012,7/29/2012
3875,5782,,8/3/2012,7/27/2012
3876,5784,,8/1/2012,7/28/2012
3877,5785,,8/4/2012,7/30/2012
3878,5786,,8/3/2012,7/29/2012
3879,5787,,8/3/2012,7/28/2012
3880,5788,,8/5/2012,7/29/2012
3881,5789,,8/2/2012,7/30/2012
3882,5790,,8/3/2012,7/30/2012
3883,5793,,7/29/2012,7/27/2012
3884,5795,,8/1/2012,7/30/2012
3885,5796,,8/2/2012,7/30/2012
3886,5798,,8/8/2012,8/1/2012
3887,5799,,8/4/2012,7/28/2012
3888,5801,,8/6/2012,7/30/2012
3889,5802,,8/2/2012,7/31/2012
3890,5804,,8/5/2012,7/30/2012
3891,5805,,8/8/2012,8/1/2012
3892,5808,,7/31/2012,7/27/2012
3893,5809,,8/4/2012,7/30/2012
3894,5810,,8/2/2012,7/29/2012
3895,5811,,8/6/2012,7/30/2012
3896,5813,,8/5/2012,7/30/2012
3897,5815,,8/1/2012,7/29/2012
3898,5817,,8/5/2012,8/1/2012
3899,5818,,8/6/2012,7/30/2012
3900,5819,,8/3/2012,7/27/2012
3901,5821,,8/5/2012,7/29/2012
3902,5823,,8/2/2012,7/27/2012
3903,5824,,8/3/2012,7/29/2012
3904,5825,,8/1/2012,7/29/2012
3905,5826,,7/31/2012,7/29/2012
3906,5827,,8/6/2012,8/1/2012
3907,5829,,8/6/2012,7/30/2012
3908,5836,,8/6/2012,7/30/2012
3909,5837,,8/3/2012,7/29/2012
3910,5838,,7/30/2012,7/27/2012
3911,5839,,8/1/2012,7/28/2012
3912,5840,,8/5/2012,7/31/2012
3913,5841,,8/6/2012,7/30/2012
3914,5842,,8/2/2012,7/30/2012
3915,5844,,7/30/2012,7/26/2012
3916,5845,,8/6/2012,7/30/2012
3917,5846,,8/1/2012,7/28/2012
3918,5847,,8/5/2012,8/2/2012
3919,5848,,8/1/2012,7/29/2012
3920,5849,,8/3/2012,7/31/2012
3921,5850,,7/30/2012,7/28/2012
3922,5852,,8/3/2012,7/27/2012
3923,5855,,8/3/2012,7/29/2012
3924,5856,,8/2/2012,7/28/2012
3925,5857,,8/3/2012,7/28/2012
3926,5858,,8/3/2012,7/29/2012
3927,5859,,7/30/2012,7/27/2012
3928,5860,,8/5/2012,7/31/2012
3929,5861,,8/6/2012,7/30/2012
3930,5862,,8/1/2012,7/28/2012
3931,5863,,7/29/2012,7/27/2012
3932,5866,,8/3/2012,7/30/2012
3933,5867,,8/5/2012,7/30/2012
3934,5868,,7/29/2012,7/27/2012
3935,5869,,7/31/2012,7/28/2012
3936,5871,,8/3/2012,7/30/2012
3937,5873,,8/2/2012,7/30/2012
3938,5874,,7/30/2012,7/27/2012
3939,5875,,8/7/2012,8/1/2012
3940,5876,,8/2/2012,7/28/2012
3941,5877,,7/30/2012,7/28/2012
3942,5878,,8/6/2012,7/31/2012
3943,5879,,8/5/2012,8/2/2012
3944,5880,,8/5/2012,7/30/2012
3945,5881,,8/4/2012,7/28/2012
3946,5882,,8/3/2012,7/30/2012
3947,5884,,8/1/2012,7/30/2012
3948,5885,,7/30/2012,7/27/2012
3949,5886,,8/5/2012,8/2/2012
3950,5888,,7/31/2012,7/28/2012
3951,5892,,8/4/2012,7/29/2012
3952,5894,,8/3/2012,7/30/2012
3953,5895,,8/8/2012,8/1/2012
3954,5898,,7/30/2012,7/26/2012
3955,5899,,8/6/2012,7/31/2012
3956,5902,,8/1/2012,7/28/2012
3957,5903,,7/30/2012,7/26/2012
3958,5908,,8/1/2012,7/29/2012
3959,5909,,8/1/2012,7/28/2012
3960,5910,,8/4/2012,7/31/2012
3961,5911,,7/31/2012,7/26/2012
3962,5913,,8/5/2012,8/1/2012
3963,5914,,8/3/2012,7/30/2012
3964,5915,,8/3/2012,7/29/2012
3965,5916,,8/5/2012,7/29/2012
3966,5917,,8/6/2012,7/30/2012
3967,5918,,8/3/2012,8/1/2012
3968,5920,,8/1/2012,7/30/2012
3969,5921,,7/30/2012,7/28/2012
3970,5923,,8/4/2012,7/30/2012
3971,5925,,8/4/2012,7/28/2012
3972,5926,,8/5/2012,7/30/2012
3973,5928,,8/1/2012,7/30/2012
3974,5929,,8/3/2012,7/31/2012
3975,5930,,8/3/2012,7/31/2012
3976,5933,,8/7/2012,8/2/2012
3977,5934,,8/6/2012,8/2/2012
3978,5936,,8/7/2012,8/2/2012
3979,5937,,7/31/2012,7/29/2012
3980,5940,,8/2/2012,7/29/2012
3981,5941,,8/4/2012,7/30/2012
3982,5942,,8/5/2012,7/30/2012
3983,5943,,8/2/2012,7/30/2012
3984,5945,,7/31/2012,7/29/2012
3985,5946,,8/2/2012,7/31/2012
3986,5948,,8/5/2012,8/1/2012
3987,5950,,8/4/2012,8/2/2012
3988,5951,,8/4/2012,7/30/2012
3989,5952,,8/6/2012,8/2/2012
3990,5953,,8/5/2012,7/30/2012
3991,5956,,8/5/2012,7/31/2012
3992,5957,,8/2/2012,7/28/2012
3993,5958,,8/6/2012,7/31/2012
3994,5959,,8/7/2012,7/31/2012
3995,5961,,8/2/2012,7/28/2012
3996,5962,,7/31/2012,7/27/2012
3997,5963,,8/8/2012,8/3/2012
3998,5964,,8/2/2012,7/27/2012
3999,5965,,8/5/2012,8/1/2012
4000,5966,,8/4/2012,7/31/2012
4001,5967,,8/4/2012,7/30/2012
4002,5968,,8/4/2012,7/30/2012
4003,5969,,8/3/2012,7/29/2012
4004,5971,,8/5/2012,8/1/2012
4005,5973,,8/2/2012,7/28/2012
4006,5974,,8/6/2012,7/31/2012
4007,5977,,8/1/2012,7/29/2012
4008,5980,,8/3/2012,7/28/2012
4009,5983,,8/4/2012,7/31/2012
4010,5985,,8/2/2012,7/31/2012
4011,5987,,8/4/2012,7/28/2012
4012,5988,,7/30/2012,7/27/2012
4013,5989,,8/3/2012,7/30/2012
4014,5991,,7/29/2012,7/27/2012
4015,5992,,8/5/2012,7/31/2012
4016,5993,,8/7/2012,8/1/2012
4017,5995,,8/5/2012,7/29/2012
4018,5996,,7/31/2012,7/29/2012
4019,5997,,8/5/2012,7/30/2012
4020,5999,,8/5/2012,7/31/2012
4021,6000,,8/4/2012,7/28/2012
4022,6002,,8/6/2012,7/31/2012
4023,6003,,8/6/2012,8/1/2012
4024,6004,,7/31/2012,7/29/2012
4025,6005,,7/31/2012,7/28/2012
4026,6006,,8/1/2012,7/30/2012
4027,6007,,8/2/2012,7/31/2012
4028,6008,,8/1/2012,7/30/2012
4029,6009,,7/29/2012,7/27/2012
4030,6010,,8/3/2012,7/27/2012
4031,6011,,8/8/2012,8/1/2012
4032,6013,,8/1/2012,7/27/2012
4033,6014,,8/2/2012,7/31/2012
4034,6016,,8/7/2012,7/31/2012
4035,6018,,8/4/2012,8/2/2012
4036,6019,,8/9/2012,8/2/2012
4037,6020,,8/6/2012,8/2/2012
4038,6021,,8/6/2012,8/1/2012
4039,6022,,8/5/2012,8/2/2012
4040,6024,,8/7/2012,7/31/2012
4041,6025,,8/4/2012,8/1/2012
4042,6026,,8/9/2012,8/3/2012
4043,6028,,8/7/2012,8/1/2012
4044,6029,,8/2/2012,7/30/2012
4045,6032,,8/5/2012,7/29/2012
4046,6034,,8/1/2012,7/28/2012
4047,6035,,7/31/2012,7/29/2012
4048,6036,,8/2/2012,7/28/2012
4049,6037,,8/4/2012,8/2/2012
4050,6038,,7/31/2012,7/28/2012
4051,6040,,8/7/2012,8/1/2012
4052,6041,,8/5/2012,7/29/2012
4053,6042,,8/6/2012,7/30/2012
4054,6043,,7/31/2012,7/27/2012
4055,6044,,8/6/2012,7/31/2012
4056,6045,,8/7/2012,8/2/2012
4057,6046,,8/10/2012,8/3/2012
4058,6048,,8/5/2012,8/3/2012
4059,6050,,8/9/2012,8/2/2012
4060,6051,,8/9/2012,8/2/2012
4061,6052,,8/3/2012,7/31/2012
4062,6054,,8/2/2012,7/29/2012
4063,6057,,7/31/2012,7/29/2012
4064,6058,,8/5/2012,8/1/2012
4065,6059,,8/3/2012,8/1/2012
4066,6060,,8/6/2012,8/1/2012
4067,6061,,8/3/2012,7/30/2012
4068,6062,,8/7/2012,7/31/2012
4069,6066,,7/31/2012,7/29/2012
4070,6067,,8/2/2012,7/29/2012
4071,6068,,8/1/2012,7/29/2012
4072,6069,,8/3/2012,7/30/2012
4073,6070,,8/6/2012,7/30/2012
4074,6071,,8/7/2012,7/31/2012
4075,6077,,8/3/2012,7/27/2012
4076,6078,,8/3/2012,7/31/2012
4077,6080,,8/8/2012,8/2/2012
4078,6081,,8/4/2012,7/31/2012
4079,6082,,8/2/2012,7/31/2012
4080,6084,,8/1/2012,7/30/2012
4081,6087,,8/4/2012,7/31/2012
4082,6089,,8/7/2012,7/31/2012
4083,6090,,8/9/2012,8/2/2012
4084,6092,,8/7/2012,8/1/2012
4085,6093,,7/31/2012,7/27/2012
4086,6094,,8/4/2012,7/28/2012
4087,6095,,8/5/2012,7/30/2012
4088,6096,,8/2/2012,7/29/2012
4089,6097,,8/7/2012,8/1/2012
4090,6102,,8/2/2012,7/30/2012
4091,6104,,8/3/2012,7/31/2012
4092,6105,,8/2/2012,7/29/2012
4093,6106,,8/8/2012,8/3/2012
4094,6107,,8/4/2012,7/31/2012
4095,6108,,8/4/2012,7/30/2012
4096,6109,,8/4/2012,7/28/2012
4097,6110,,8/2/2012,7/30/2012
4098,6112,,8/5/2012,7/30/2012
4099,6113,,8/5/2012,7/29/2012
4100,6114,,8/3/2012,7/30/2012
4101,6115,,8/4/2012,7/30/2012
4102,6116,,8/4/2012,7/28/2012
4103,6119,,8/6/2012,8/1/2012
4104,6120,,8/4/2012,8/2/2012
4105,6121,,8/4/2012,7/31/2012
4106,6122,,8/1/2012,7/29/2012
4107,6123,,8/4/2012,7/28/2012
4108,6126,,8/1/2012,7/28/2012
4109,6129,,8/6/2012,8/2/2012
4110,6130,,8/5/2012,7/30/2012
4111,6131,,8/5/2012,7/29/2012
4112,6132,,8/7/2012,7/31/2012
4113,6133,,8/8/2012,8/1/2012
4114,6136,,8/3/2012,7/31/2012
4115,6137,,8/6/2012,7/30/2012
4116,6139,,8/8/2012,8/1/2012
4117,6140,,8/2/2012,7/30/2012
4118,6142,,8/6/2012,8/3/2012
4119,6143,,8/4/2012,7/30/2012
4120,6144,,8/5/2012,7/30/2012
4121,6146,,8/12/2012,8/5/2012
4122,6147,,8/7/2012,8/1/2012
4123,6148,,8/3/2012,7/31/2012
4124,6150,,8/3/2012,7/30/2012
4125,6151,,8/10/2012,8/4/2012
4126,6152,,8/5/2012,8/3/2012
4127,6154,,8/11/2012,8/5/2012
4128,6155,,8/5/2012,7/31/2012
4129,6156,,8/4/2012,8/2/2012
4130,6157,,8/3/2012,7/30/2012
4131,6160,,8/6/2012,8/1/2012
4132,6161,,8/2/2012,7/31/2012
4133,6163,,8/4/2012,7/29/2012
4134,6164,,8/8/2012,8/1/2012
4135,6165,,8/9/2012,8/3/2012
4136,6167,,8/5/2012,8/3/2012
4137,6168,,8/1/2012,7/30/2012
4138,6170,,8/5/2012,7/31/2012
4139,6171,,8/8/2012,8/3/2012
4140,6172,,8/6/2012,7/31/2012
4141,6173,,8/7/2012,8/2/2012
4142,6174,,8/6/2012,8/1/2012
4143,6175,,8/8/2012,8/1/2012
4144,6176,,8/7/2012,8/2/2012
4145,6177,,8/10/2012,8/3/2012
4146,6178,,8/9/2012,8/4/2012
4147,6181,,8/3/2012,7/31/2012
4148,6183,,8/3/2012,7/30/2012
4149,6184,,8/1/2012,7/30/2012
4150,6185,,8/11/2012,8/4/2012
4151,6187,,8/12/2012,8/5/2012
4152,6189,,8/8/2012,8/2/2012
4153,6190,,8/8/2012,8/3/2012
4154,6191,,8/7/2012,7/31/2012
4155,6192,,8/2/2012,7/30/2012
4156,6194,,8/7/2012,8/1/2012
4157,6195,,8/5/2012,8/3/2012
4158,6196,,8/2/2012,7/31/2012
4159,6197,,8/4/2012,8/1/2012
4160,6199,,8/5/2012,7/29/2012
4161,6200,,8/9/2012,8/2/2012
4162,6201,,8/9/2012,8/3/2012
4163,6203,,8/3/2012,8/1/2012
4164,6204,,8/2/2012,7/31/2012
4165,6210,,8/6/2012,8/1/2012
4166,6212,,8/3/2012,7/30/2012
4167,6213,,8/4/2012,7/30/2012
4168,6214,,8/6/2012,8/1/2012
4169,6215,,8/10/2012,8/4/2012
4170,6216,,8/2/2012,7/30/2012
4171,6217,,8/8/2012,8/2/2012
4172,6218,,8/9/2012,8/4/2012
4173,6219,,8/6/2012,7/30/2012
4174,6220,,8/8/2012,8/1/2012
4175,6224,,8/8/2012,8/5/2012
4176,6225,,8/9/2012,8/3/2012
4177,6226,,8/10/2012,8/4/2012
4178,6229,,8/5/2012,7/31/2012
4179,6230,,8/4/2012,8/1/2012
4180,6231,,8/9/2012,8/4/2012
4181,6233,,8/3/2012,8/1/2012
4182,6234,,8/9/2012,8/3/2012
4183,6236,,8/2/2012,7/29/2012
4184,6237,,8/9/2012,8/3/2012
4185,6238,,8/5/2012,8/3/2012
4186,6240,,8/6/2012,8/2/2012
4187,6241,,8/3/2012,7/30/2012
4188,6244,,8/9/2012,8/2/2012
4189,6246,,8/4/2012,7/29/2012
4190,6247,,8/8/2012,8/1/2012
4191,6248,,8/5/2012,7/31/2012
4192,6249,,8/3/2012,7/31/2012
4193,6250,,8/7/2012,8/1/2012
4194,6251,,8/11/2012,8/4/2012
4195,6252,,8/1/2012,7/29/2012
4196,6255,,8/1/2012,7/30/2012
4197,6256,,8/5/2012,8/1/2012
4198,6257,,8/8/2012,8/2/2012
4199,6258,,8/6/2012,8/3/2012
4200,6259,,8/7/2012,8/1/2012
4201,6260,,8/9/2012,8/2/2012
4202,6262,,8/4/2012,8/2/2012
4203,6263,,8/7/2012,8/1/2012
4204,6264,,8/7/2012,8/4/2012
4205,6265,,8/4/2012,8/2/2012
4206,6266,,8/10/2012,8/3/2012
4207,6270,,8/5/2012,7/30/2012
4208,6271,,8/9/2012,8/3/2012
4209,6272,,8/7/2012,8/3/2012
4210,6273,,8/7/2012,8/2/2012
4211,6275,,8/5/2012,8/1/2012
4212,6276,,8/9/2012,8/2/2012
4213,6278,,8/8/2012,8/1/2012
4214,6279,,8/9/2012,8/3/2012
4215,6281,,8/9/2012,8/2/2012
4216,6283,,8/5/2012,8/3/2012
4217,6284,,8/2/2012,7/31/2012
4218,6285,,8/2/2012,7/31/2012
4219,6287,,8/7/2012,8/1/2012
4220,6288,,8/5/2012,7/31/2012
4221,6290,,8/7/2012,8/3/2012
4222,6291,,8/6/2012,8/2/2012
4223,6292,,8/3/2012,8/1/2012
4224,6294,,8/9/2012,8/2/2012
4225,6296,,8/6/2012,8/4/2012
4226,6297,,8/3/2012,8/1/2012
4227,6298,,8/4/2012,8/1/2012
4228,6301,,8/8/2012,8/4/2012
4229,6302,,8/6/2012,8/3/2012
4230,6303,,8/4/2012,7/31/2012
4231,6305,,8/6/2012,7/30/2012
4232,6307,,8/2/2012,7/31/2012
4233,6308,,8/2/2012,7/31/2012
4234,6312,,8/5/2012,8/2/2012
4235,6313,,8/7/2012,8/2/2012
4236,6314,,8/4/2012,8/2/2012
4237,6315,,8/6/2012,7/31/2012
4238,6316,,8/4/2012,8/2/2012
4239,6317,,7/31/2012,7/29/2012
4240,6318,,8/3/2012,7/31/2012
4241,6319,,8/4/2012,8/1/2012
4242,6320,,8/4/2012,8/2/2012
4243,6321,,8/2/2012,7/31/2012
4244,6324,,8/6/2012,7/30/2012
4245,6325,,8/4/2012,8/2/2012
4246,6326,,8/10/2012,8/3/2012
4247,6329,,8/5/2012,8/3/2012
4248,6330,,8/9/2012,8/3/2012
4249,6334,,8/6/2012,8/2/2012
4250,6335,,8/11/2012,8/5/2012
4251,6336,,8/5/2012,8/1/2012
4252,6337,,8/8/2012,8/3/2012
4253,6338,,8/8/2012,8/1/2012
4254,6340,,8/7/2012,8/2/2012
4255,6341,,8/4/2012,8/2/2012
4256,6343,,8/6/2012,8/1/2012
4257,6344,,8/2/2012,7/31/2012
4258,6345,,8/6/2012,8/3/2012
4259,6346,,8/5/2012,8/1/2012
4260,6347,,8/10/2012,8/4/2012
4261,6349,,8/6/2012,8/1/2012
4262,6350,,8/8/2012,8/3/2012
4263,6351,,8/4/2012,7/29/2012
4264,6354,,8/7/2012,8/5/2012
4265,6355,,8/7/2012,7/31/2012
4266,6356,,8/1/2012,7/29/2012
4267,6357,,8/6/2012,7/30/2012
4268,6358,,8/8/2012,8/1/2012
4269,6359,,8/3/2012,7/31/2012
4270,6361,,8/8/2012,8/1/2012
4271,6362,,7/31/2012,7/29/2012
4272,6363,,8/8/2012,8/3/2012
4273,6364,,8/9/2012,8/2/2012
4274,6365,,8/9/2012,8/3/2012
4275,6368,,8/3/2012,7/30/2012
4276,6369,,8/6/2012,8/2/2012
4277,6370,,8/7/2012,8/1/2012
4278,6372,,8/5/2012,8/3/2012
4279,6373,,8/5/2012,8/1/2012
4280,6374,,8/5/2012,8/2/2012
4281,6375,,8/5/2012,7/31/2012
4282,6378,,8/4/2012,8/1/2012
4283,6379,,8/6/2012,8/3/2012
4284,6380,,8/3/2012,8/1/2012
4285,6381,,8/6/2012,8/3/2012
4286,6383,,8/6/2012,8/2/2012
4287,6384,,8/6/2012,8/1/2012
4288,6385,,8/6/2012,8/4/2012
4289,6386,,8/4/2012,8/1/2012
4290,6389,,8/6/2012,8/2/2012
4291,6393,,8/6/2012,7/30/2012
4292,6394,,8/7/2012,8/1/2012
4293,6395,,8/8/2012,8/4/2012
4294,6397,,8/5/2012,7/29/2012
4295,6398,,8/5/2012,8/2/2012
4296,6399,,8/6/2012,7/31/2012
4297,6400,,8/7/2012,8/5/2012
4298,6403,,8/6/2012,7/31/2012
4299,6404,,8/4/2012,8/1/2012
4300,6407,,8/7/2012,7/31/2012
4301,6409,,8/9/2012,8/2/2012
4302,6410,,8/2/2012,7/31/2012
4303,6411,,8/9/2012,8/2/2012
4304,6412,,8/7/2012,7/31/2012
4305,6413,,8/3/2012,8/1/2012
4306,6414,,8/8/2012,8/3/2012
4307,6415,,8/10/2012,8/3/2012
4308,6416,,8/8/2012,8/4/2012
4309,6417,,8/10/2012,8/4/2012
4310,6420,,8/5/2012,7/31/2012
4311,6421,,8/8/2012,8/2/2012
4312,6422,,8/4/2012,8/1/2012
4313,6423,,8/5/2012,8/2/2012
4314,6425,,8/8/2012,8/1/2012
4315,6426,,8/6/2012,7/31/2012
4316,6427,,8/11/2012,8/4/2012
4317,6428,,8/2/2012,7/31/2012
4318,6429,,8/7/2012,8/3/2012
4319,6430,,8/4/2012,8/2/2012
4320,6431,,8/7/2012,8/2/2012
4321,6432,,8/6/2012,8/2/2012
4322,6433,,8/9/2012,8/2/2012
4323,6434,,8/8/2012,8/2/2012
4324,6437,,8/8/2012,8/3/2012
4325,6438,,8/5/2012,8/1/2012
4326,6439,,8/6/2012,8/1/2012
4327,6440,,8/8/2012,8/2/2012
4328,6441,,8/11/2012,8/5/2012
4329,6445,,8/2/2012,7/31/2012
4330,6446,,8/7/2012,8/1/2012
4331,6447,,8/7/2012,8/3/2012
4332,6449,,8/6/2012,8/4/2012
4333,6451,,8/8/2012,8/2/2012
4334,6455,,8/4/2012,8/1/2012
4335,6456,,8/5/2012,8/2/2012
4336,6457,,8/5/2012,8/2/2012
4337,6458,,8/7/2012,8/2/2012
4338,6459,,8/5/2012,8/3/2012
4339,6460,,8/4/2012,7/30/2012
4340,6463,,8/10/2012,8/3/2012
4341,6464,,8/8/2012,8/4/2012
4342,6467,,8/8/2012,8/3/2012
4343,6468,,8/9/2012,8/3/2012
4344,6469,,8/6/2012,8/1/2012
4345,6470,,8/8/2012,8/3/2012
4346,6472,,8/1/2012,7/29/2012
