snapshot_date,product_id,stock_on_hand,units_received,units_sold,stockout_days,sell_through_rate,fill_rate,days_of_supply
2013-08-31,1954,9,1,1,2,0.1,0.9333,270.0
2013-09-30,1954,9,1,1,2,0.1,0.9333,270.0
2014-06-30,1954,9,1,1,0,0.1,1.0,270.0
2015-09-30,1954,9,1,1,0,0.1,1.0,270.0
2016-06-30,1954,9,1,1,1,0.1,0.9667,270.0
2013-02-28,386,3,1,1,1,0.25,0.9667,90.0
2013-10-31,386,3,1,1,1,0.25,0.9667,90.0
2014-03-31,386,3,1,1,2,0.25,0.9333,90.0
2012-11-30,520,13,5,4,0,0.2353,1.0,97.5
2012-12-31,520,17,21,17,4,0.5,0.8667,30.0
2013-01-31,520,19,17,15,0,0.4412,1.0,38.0
2013-02-28,520,20,5,4,1,0.1667,0.9667,150.0
2013-03-31,520,20,4,4,1,0.1667,0.9667,150.0
2013-04-30,520,20,8,8,1,0.2857,0.9667,75.0
2013-05-31,520,20,3,3,2,0.1304,0.9333,200.0
2013-06-30,520,20,2,2,0,0.0909,1.0,300.0
2013-07-31,520,20,3,3,1,0.1304,0.9667,200.0
2013-08-31,520,20,2,2,2,0.0909,0.9333,300.0
2013-10-31,520,20,1,1,1,0.0476,0.9667,600.0
2014-03-31,520,20,5,5,0,0.2,1.0,120.0
2014-04-30,520,22,10,8,0,0.2667,1.0,82.5
2014-05-31,520,23,11,10,2,0.303,0.9333,69.0
2014-06-30,520,24,9,8,2,0.25,0.9333,90.0
2014-07-31,520,26,16,14,0,0.35,1.0,55.7
2014-08-31,520,27,10,9,2,0.25,0.9333,90.0
2014-09-30,520,29,13,11,2,0.275,0.9333,79.1
2014-10-31,520,29,6,6,1,0.1714,0.9667,145.0
2014-11-30,520,30,5,4,0,0.1176,1.0,225.0
2014-12-31,520,30,3,3,1,0.0909,0.9667,300.0
2015-01-31,520,30,2,2,0,0.0625,1.0,450.0
2015-02-28,520,31,8,7,0,0.1842,1.0,132.9
2015-03-31,520,31,6,6,0,0.1622,1.0,155.0
2015-04-30,520,34,17,14,1,0.2917,0.9667,72.9
2015-05-31,520,34,3,3,0,0.0811,1.0,340.0
2015-06-30,520,35,6,5,0,0.125,1.0,210.0
2015-07-31,520,36,8,7,2,0.1628,0.9333,154.3
2015-08-31,520,37,6,5,0,0.119,1.0,222.0
2015-09-30,520,37,5,5,1,0.119,0.9667,222.0
2015-10-31,520,38,5,4,1,0.0952,0.9667,285.0
2015-11-30,520,38,1,1,0,0.0256,1.0,1140.0
2015-12-31,520,38,1,1,2,0.0256,0.9333,1140.0
2016-02-29,520,38,2,2,0,0.05,1.0,570.0
2016-03-31,520,38,2,2,1,0.05,0.9667,570.0
2016-04-30,520,40,13,11,0,0.2157,1.0,109.1
2016-05-31,520,42,11,9,2,0.1765,0.9333,140.0
2016-06-30,520,42,5,5,0,0.1064,1.0,252.0
2016-07-31,520,42,5,5,1,0.1064,0.9667,252.0
2016-08-31,520,42,7,7,0,0.1429,1.0,180.0
2016-09-30,520,44,11,9,1,0.1698,0.9667,146.7
2016-10-31,520,45,6,5,1,0.1,0.9667,270.0
2016-11-30,520,45,3,3,0,0.0625,1.0,450.0
2017-01-31,520,45,1,1,1,0.0217,0.9667,1350.0
2017-02-28,520,46,6,5,0,0.098,1.0,276.0
2017-03-31,520,47,7,6,0,0.1132,1.0,235.0
2017-04-30,520,48,10,9,2,0.1579,0.9333,160.0
2017-05-31,520,49,6,5,0,0.0926,1.0,294.0
2017-06-30,520,49,7,7,2,0.125,0.9333,210.0
2017-07-31,520,49,4,4,1,0.0755,0.9667,367.5
2017-08-31,520,50,10,9,1,0.1525,0.9667,166.7
2017-09-30,520,50,1,1,1,0.0196,0.9667,1500.0
2017-10-31,520,51,8,7,2,0.1207,0.9333,218.6
2017-11-30,520,51,3,3,1,0.0556,0.9667,510.0
2017-12-31,520,51,2,2,2,0.0377,0.9333,765.0
2018-03-31,520,51,3,3,0,0.0556,1.0,510.0
2018-04-30,520,52,7,6,0,0.1034,1.0,260.0
2018-05-31,520,52,2,2,1,0.037,0.9667,780.0
2018-06-30,520,52,4,4,1,0.0714,0.9667,390.0
2018-07-31,520,52,3,3,1,0.0545,0.9667,520.0
2018-08-31,520,52,6,6,0,0.1034,1.0,260.0
2018-09-30,520,52,2,2,1,0.037,0.9667,780.0
2018-10-31,520,52,2,2,0,0.037,1.0,780.0
2019-01-31,520,52,2,2,2,0.037,0.9333,780.0
2019-02-28,520,52,1,1,2,0.0189,0.9333,1560.0
2019-03-31,520,52,1,1,2,0.0189,0.9333,1560.0
2019-04-30,520,53,7,6,2,0.1017,0.9333,265.0
2019-05-31,520,53,2,2,2,0.0364,0.9333,795.0
2019-06-30,520,53,2,2,1,0.0364,0.9667,795.0
2019-07-31,520,53,3,3,0,0.0536,1.0,530.0
2019-08-31,520,53,2,2,1,0.0364,0.9667,795.0
2019-11-30,520,53,1,1,1,0.0185,0.9667,1590.0
2019-12-31,520,53,1,1,0,0.0185,1.0,1590.0
2020-01-31,520,53,1,1,0,0.0185,1.0,1590.0
2020-04-30,520,53,2,2,1,0.0364,0.9667,795.0
2020-05-31,520,53,2,2,2,0.0364,0.9333,795.0
2020-06-30,520,53,3,3,1,0.0536,0.9667,530.0
2020-07-31,520,53,2,2,0,0.0364,1.0,795.0
2020-09-30,520,53,1,1,2,0.0185,0.9333,1590.0
2020-12-31,520,53,2,2,1,0.0364,0.9667,795.0
2021-03-31,520,53,1,1,0,0.0185,1.0,1590.0
2021-04-30,520,53,1,1,0,0.0185,1.0,1590.0
2021-08-31,520,53,1,1,0,0.0185,1.0,1590.0
2022-01-31,520,53,1,1,1,0.0185,0.9667,1590.0
2022-02-28,520,53,3,3,1,0.0536,0.9667,530.0
2022-03-31,520,53,1,1,2,0.0185,0.9333,1590.0
2022-04-30,520,53,3,3,0,0.0536,1.0,530.0
2022-05-31,520,53,2,2,0,0.0364,1.0,795.0
2022-06-30,520,53,2,2,2,0.0364,0.9333,795.0
2022-07-31,520,53,2,2,2,0.0364,0.9333,795.0
2022-08-31,520,53,1,1,0,0.0185,1.0,1590.0
2022-09-30,520,53,2,2,0,0.0364,1.0,795.0
2022-11-30,520,53,1,1,2,0.0185,0.9333,1590.0
2022-12-31,520,53,1,1,2,0.0185,0.9333,1590.0
2012-11-30,1724,6,2,2,0,0.25,1.0,90.0
2013-08-31,1724,6,1,1,0,0.1429,1.0,180.0
2012-07-31,2005,3,1,1,2,0.25,0.9333,90.0
2013-07-31,2005,3,1,1,1,0.25,0.9667,90.0
2020-01-31,911,6,2,2,2,0.25,0.9333,90.0
2020-02-29,911,6,1,1,2,0.1429,0.9333,180.0
2020-04-30,911,6,4,4,2,0.4,0.9333,45.0
2020-05-31,911,6,2,2,0,0.25,1.0,90.0
2020-06-30,911,6,1,1,0,0.1429,1.0,180.0
2020-08-31,911,6,1,1,0,0.1429,1.0,180.0
2020-09-30,911,6,1,1,2,0.1429,0.9333,180.0
2020-10-31,911,6,1,1,0,0.1429,1.0,180.0
2020-11-30,911,6,1,1,1,0.1429,0.9667,180.0
2021-02-28,911,6,1,1,0,0.1429,1.0,180.0
2021-06-30,911,6,1,1,2,0.1429,0.9333,180.0
2021-09-30,911,6,1,1,1,0.1429,0.9667,180.0
2022-01-31,911,6,2,2,1,0.25,0.9667,90.0
2022-03-31,911,6,2,2,2,0.25,0.9333,90.0
2022-04-30,911,6,4,4,2,0.4,0.9333,45.0
2022-05-31,911,6,1,1,0,0.1429,1.0,180.0
2022-06-30,911,6,1,1,0,0.1429,1.0,180.0
2022-07-31,911,6,2,2,1,0.25,0.9667,90.0
2022-08-31,911,6,2,2,1,0.25,0.9667,90.0
2022-11-30,911,6,1,1,1,0.1429,0.9667,180.0
2012-09-30,1896,3,1,1,1,0.25,0.9667,90.0
2012-08-31,714,3,1,1,1,0.25,0.9667,90.0
2012-12-31,714,3,1,1,1,0.25,0.9667,90.0
2014-01-31,714,3,1,1,2,0.25,0.9333,90.0
2014-10-31,714,3,1,1,0,0.25,1.0,90.0
2015-11-30,714,3,1,1,0,0.25,1.0,90.0
2013-04-30,1803,3,1,1,2,0.25,0.9333,90.0
2013-12-31,1803,3,1,1,1,0.25,0.9667,90.0
2012-11-30,669,22,8,7,2,0.2414,0.9333,94.3
2012-12-31,669,25,22,19,2,0.4318,0.9333,39.5
2013-01-31,669,25,5,5,0,0.1667,1.0,150.0
2013-02-28,669,26,15,14,2,0.35,0.9333,55.7
2013-03-31,669,26,6,6,0,0.1875,1.0,130.0
2013-04-30,669,28,19,17,0,0.3778,1.0,49.4
2013-05-31,669,32,21,17,1,0.3469,0.9667,56.5
2013-06-30,669,34,14,12,1,0.2609,0.9667,85.0
2013-07-31,669,34,4,4,0,0.1053,1.0,255.0
2013-08-31,669,36,15,13,2,0.2653,0.9333,83.1
2013-09-30,669,37,9,8,0,0.1778,1.0,138.8
2013-10-31,669,37,3,3,1,0.075,0.9667,370.0
2013-11-30,669,38,5,4,2,0.0952,0.9333,285.0
2013-12-31,669,38,2,2,1,0.05,0.9667,570.0
2014-02-28,669,39,6,5,0,0.1136,1.0,234.0
2014-03-31,669,40,7,6,2,0.1304,0.9333,200.0
2014-04-30,669,46,35,29,2,0.3867,0.9333,47.6
2014-05-31,669,51,25,20,2,0.2817,0.9333,76.5
2014-06-30,669,53,20,18,2,0.2535,0.9333,88.3
2014-07-31,669,54,17,16,1,0.2286,0.9667,101.2
2014-08-31,669,57,16,13,2,0.1857,0.9333,131.5
2014-09-30,669,58,7,6,0,0.0938,1.0,290.0
2014-10-31,669,59,7,6,1,0.0923,0.9667,295.0
2014-11-30,669,59,5,5,1,0.0781,0.9667,354.0
2014-12-31,669,59,3,3,0,0.0484,1.0,590.0
2015-01-31,669,59,4,4,2,0.0635,0.9333,442.5
2015-02-28,669,60,8,7,1,0.1045,0.9667,257.1
2015-03-31,669,60,6,6,2,0.0909,0.9333,300.0
2015-04-30,669,63,20,17,2,0.2125,0.9333,111.2
2015-05-31,669,63,7,7,1,0.1,0.9667,270.0
2015-06-30,669,64,14,13,2,0.1688,0.9333,147.7
2015-07-31,669,68,18,14,2,0.1707,0.9333,145.7
2015-08-31,669,70,12,10,0,0.125,1.0,210.0
2015-09-30,669,74,20,16,1,0.1778,0.9667,138.8
2015-10-31,669,74,6,6,1,0.075,0.9667,370.0
2015-11-30,669,75,5,4,2,0.0506,0.9333,562.5
2015-12-31,669,75,4,4,1,0.0506,0.9667,562.5
2016-01-31,669,75,3,3,2,0.0385,0.9333,750.0
2016-02-29,669,75,6,6,0,0.0741,1.0,375.0
2016-03-31,669,76,12,11,0,0.1264,1.0,207.3
2016-04-30,669,78,19,17,1,0.1789,0.9667,137.6
2016-05-31,669,81,16,13,1,0.1383,0.9667,186.9
2016-06-30,669,86,32,27,2,0.2389,0.9333,95.6
2016-07-31,669,88,15,13,2,0.1287,0.9333,203.1
2016-08-31,669,90,18,16,0,0.1509,1.0,168.8
2016-09-30,669,91,6,5,0,0.0521,1.0,546.0
2016-10-31,669,92,7,6,0,0.0612,1.0,460.0
2016-11-30,669,94,10,8,0,0.0784,1.0,352.5
2016-12-31,669,95,8,7,2,0.0686,0.9333,407.1
2017-01-31,669,95,5,5,1,0.05,0.9667,570.0
2017-02-28,669,96,6,5,2,0.0495,0.9333,576.0
2017-03-31,669,99,14,11,2,0.1,0.9333,270.0
2017-04-30,669,99,8,8,0,0.0748,1.0,371.2
2017-05-31,669,103,19,15,0,0.1271,1.0,206.0
2017-06-30,669,105,14,12,1,0.1026,0.9667,262.5
2017-07-31,669,106,6,5,0,0.045,1.0,636.0
2017-08-31,669,109,17,14,1,0.1138,0.9667,233.6
2017-09-30,669,110,11,10,0,0.0833,1.0,330.0
2017-10-31,669,111,12,11,0,0.0902,1.0,302.7
2017-11-30,669,113,11,9,2,0.0738,0.9333,376.7
2017-12-31,669,113,4,4,2,0.0342,0.9333,847.5
2018-01-31,669,114,7,6,2,0.05,0.9333,570.0
2018-02-28,669,115,7,6,2,0.0496,0.9333,575.0
2018-03-31,669,118,17,14,2,0.1061,0.9333,252.9
2018-04-30,669,119,10,9,0,0.0703,1.0,396.7
2018-05-31,669,123,20,16,1,0.1151,0.9667,230.6
2018-06-30,669,126,17,14,2,0.1,0.9333,270.0
2018-07-31,669,128,15,13,1,0.0922,0.9667,295.4
2018-08-31,669,131,21,18,1,0.1208,0.9667,218.3
2018-09-30,669,132,9,8,0,0.0571,1.0,495.0
2018-10-31,669,132,3,3,1,0.0222,0.9667,1320.0
2018-11-30,669,132,4,4,1,0.0294,0.9667,990.0
2018-12-31,669,132,3,3,2,0.0222,0.9333,1320.0
2019-01-31,669,132,4,4,1,0.0294,0.9667,990.0
2019-02-28,669,132,6,6,1,0.0435,0.9667,660.0
2019-03-31,669,132,1,1,1,0.0075,0.9667,3960.0
2019-04-30,669,133,9,8,2,0.0567,0.9333,498.8
2019-05-31,669,134,7,6,1,0.0429,0.9667,670.0
2019-06-30,669,135,10,9,0,0.0625,1.0,450.0
2019-07-31,669,135,5,5,0,0.0357,1.0,810.0
2019-08-31,669,135,2,2,1,0.0146,0.9667,2025.0
2019-09-30,669,135,1,1,2,0.0074,0.9333,4050.0
2019-10-31,669,135,3,3,1,0.0217,0.9667,1350.0
2020-02-29,669,135,1,1,0,0.0074,1.0,4050.0
2020-03-31,669,136,6,5,1,0.0355,0.9667,816.0
2020-04-30,669,136,2,2,2,0.0145,0.9333,2040.0
2020-05-31,669,137,5,4,1,0.0284,0.9667,1027.5
2020-06-30,669,137,2,2,1,0.0144,0.9667,2055.0
2020-07-31,669,137,2,2,2,0.0144,0.9333,2055.0
2020-08-31,669,137,2,2,2,0.0144,0.9333,2055.0
2020-09-30,669,137,1,1,1,0.0072,0.9667,4110.0
2020-10-31,669,137,3,3,0,0.0214,1.0,1370.0
2020-11-30,669,137,1,1,0,0.0072,1.0,4110.0
2020-12-31,669,137,2,2,0,0.0144,1.0,2055.0
2021-01-31,669,137,2,2,0,0.0144,1.0,2055.0
2021-03-31,669,137,2,2,0,0.0144,1.0,2055.0
2021-04-30,669,138,5,4,2,0.0282,0.9333,1035.0
2021-05-31,669,138,4,4,2,0.0282,0.9333,1035.0
2021-06-30,669,139,8,7,0,0.0479,1.0,595.7
2021-07-31,669,139,4,4,0,0.028,1.0,1042.5
2021-09-30,669,139,2,2,0,0.0142,1.0,2085.0
2021-10-31,669,139,2,2,2,0.0142,0.9333,2085.0
2021-12-31,669,139,1,1,0,0.0071,1.0,4170.0
2022-01-31,669,139,1,1,1,0.0071,0.9667,4170.0
2022-02-28,669,139,1,1,0,0.0071,1.0,4170.0
2022-03-31,669,139,3,3,0,0.0211,1.0,1390.0
2022-04-30,669,139,3,3,1,0.0211,0.9667,1390.0
2022-07-31,669,139,2,2,1,0.0142,0.9667,2085.0
2022-08-31,669,139,1,1,0,0.0071,1.0,4170.0
2022-10-31,669,139,1,1,2,0.0071,0.9333,4170.0
2022-11-30,669,139,1,1,2,0.0071,0.9333,4170.0
2012-07-31,2366,16,6,5,1,0.2381,0.9667,96.0
2012-08-31,2366,19,14,11,1,0.3667,0.9667,51.8
2012-09-30,2366,19,3,3,0,0.1364,1.0,190.0
2012-10-31,2366,31,59,47,17,0.6026,0.4333,19.8
2012-11-30,2366,31,5,5,2,0.1389,0.9333,186.0
2012-12-31,2366,31,1,1,2,0.0312,0.9333,930.0
2013-01-31,2366,31,4,4,2,0.1143,0.9333,232.5
2013-02-28,2366,31,2,2,2,0.0606,0.9333,465.0
2013-03-31,2366,32,8,7,1,0.1795,0.9667,137.1
2013-04-30,2366,32,4,4,0,0.1111,1.0,240.0
2013-05-31,2366,33,7,6,0,0.1538,1.0,165.0
2013-06-30,2366,34,10,9,1,0.2093,0.9667,113.3
2013-07-31,2366,35,5,4,0,0.1026,1.0,262.5
2013-08-31,2366,35,5,5,2,0.125,0.9333,210.0
2013-09-30,2366,35,3,3,0,0.0789,1.0,350.0
2013-10-31,2366,35,3,3,1,0.0789,0.9667,350.0
2013-12-31,2366,35,3,3,2,0.0789,0.9333,350.0
2014-02-28,2366,36,16,15,2,0.2941,0.9333,72.0
2014-03-31,2366,36,5,5,1,0.122,0.9667,216.0
2014-04-30,2366,38,12,10,2,0.2083,0.9333,114.0
2014-05-31,2366,38,5,5,1,0.1163,0.9667,228.0
2014-06-30,2366,43,32,27,1,0.3857,0.9667,47.8
2014-07-31,2366,43,2,2,0,0.0444,1.0,645.0
2014-08-31,2366,44,11,10,1,0.1852,0.9667,132.0
2014-09-30,2366,44,3,3,1,0.0638,0.9667,440.0
2014-10-31,2366,44,2,2,2,0.0435,0.9333,660.0
2014-11-30,2366,44,1,1,0,0.0222,1.0,1320.0
2015-01-31,2366,44,4,4,2,0.0833,0.9333,330.0
2015-03-31,2366,45,14,13,0,0.2241,1.0,103.8
2015-04-30,2366,46,6,5,1,0.098,0.9667,276.0
2015-05-31,2366,48,14,12,0,0.2,1.0,120.0
2015-06-30,2366,48,2,2,0,0.04,1.0,720.0
2015-08-31,2366,48,1,1,1,0.0204,0.9667,1440.0
2015-09-30,2366,48,2,2,2,0.04,0.9333,720.0
2015-10-31,2366,48,2,2,0,0.04,1.0,720.0
2015-12-31,2366,48,4,4,2,0.0769,0.9333,360.0
2016-01-31,2366,48,2,2,1,0.04,0.9667,720.0
2016-02-29,2366,48,2,2,0,0.04,1.0,720.0
2016-03-31,2366,49,7,6,0,0.1091,1.0,245.0
2016-04-30,2366,49,5,5,1,0.0926,0.9667,294.0
2016-05-31,2366,51,14,12,1,0.1905,0.9667,127.5
2016-06-30,2366,51,5,5,2,0.0893,0.9333,306.0
2016-07-31,2366,51,2,2,0,0.0377,1.0,765.0
2016-08-31,2366,51,2,2,2,0.0377,0.9333,765.0
2016-10-31,2366,51,1,1,0,0.0192,1.0,1530.0
2016-11-30,2366,51,2,2,0,0.0377,1.0,765.0
2017-01-31,2366,51,1,1,2,0.0192,0.9333,1530.0
2017-02-28,2366,52,6,5,0,0.0877,1.0,312.0
2017-04-30,2366,52,7,7,1,0.1186,0.9667,222.9
2017-05-31,2366,52,3,3,2,0.0545,0.9333,520.0
2017-06-30,2366,52,3,3,2,0.0545,0.9333,520.0
2017-07-31,2366,52,2,2,0,0.037,1.0,780.0
2017-08-31,2366,52,2,2,1,0.037,0.9667,780.0
2017-09-30,2366,53,13,12,2,0.1846,0.9333,132.5
2017-10-31,2366,53,3,3,2,0.0536,0.9333,530.0
2017-12-31,2366,53,1,1,0,0.0185,1.0,1590.0
2018-01-31,2366,53,1,1,0,0.0185,1.0,1590.0
2018-02-28,2366,53,2,2,1,0.0364,0.9667,795.0
2018-03-31,2366,53,3,3,2,0.0536,0.9333,530.0
2018-04-30,2366,54,10,9,2,0.1429,0.9333,180.0
2018-05-31,2366,59,36,31,2,0.3444,0.9333,57.1
2018-06-30,2366,66,47,40,1,0.3774,0.9667,49.5
2018-07-31,2366,69,30,27,1,0.2812,0.9667,76.7
2018-08-31,2366,71,11,9,2,0.1125,0.9333,236.7
2018-09-30,2366,71,7,7,0,0.0897,1.0,304.3
2018-10-31,2366,71,3,3,0,0.0405,1.0,710.0
2019-02-28,2366,71,1,1,2,0.0139,0.9333,2130.0
2019-03-31,2366,71,1,1,0,0.0139,1.0,2130.0
2019-04-30,2366,71,6,6,1,0.0779,0.9667,355.0
2019-05-31,2366,71,1,1,0,0.0139,1.0,2130.0
2019-06-30,2366,71,4,4,1,0.0533,0.9667,532.5
2019-08-31,2366,71,3,3,0,0.0405,1.0,710.0
2019-09-30,2366,71,2,2,0,0.0274,1.0,1065.0
2020-01-31,2366,71,1,1,1,0.0139,0.9667,2130.0
2020-04-30,2366,71,4,4,0,0.0533,1.0,532.5
2020-05-31,2366,71,1,1,1,0.0139,0.9667,2130.0
2020-06-30,2366,71,4,4,0,0.0533,1.0,532.5
2020-07-31,2366,71,1,1,1,0.0139,0.9667,2130.0
2020-08-31,2366,72,7,6,2,0.0769,0.9333,360.0
2020-09-30,2366,72,2,2,2,0.027,0.9333,1080.0
2020-12-31,2366,72,1,1,1,0.0137,0.9667,2160.0
2021-03-31,2366,72,1,1,2,0.0137,0.9333,2160.0
2021-04-30,2366,72,3,3,1,0.04,0.9667,720.0
2021-05-31,2366,72,1,1,1,0.0137,0.9667,2160.0
2021-06-30,2366,72,2,2,2,0.027,0.9333,1080.0
2021-07-31,2366,72,1,1,0,0.0137,1.0,2160.0
2022-02-28,2366,72,1,1,1,0.0137,0.9667,2160.0
2022-03-31,2366,72,1,1,2,0.0137,0.9333,2160.0
2022-04-30,2366,73,5,4,1,0.0519,0.9667,547.5
2012-07-31,1021,3,1,1,0,0.25,1.0,90.0
2012-08-31,1021,5,10,8,5,0.6154,0.8333,18.8
2012-09-30,1021,5,2,2,2,0.2857,0.9333,75.0
2012-10-31,1021,5,1,1,1,0.1667,0.9667,150.0
2012-11-30,1021,5,2,2,1,0.2857,0.9667,75.0
2012-12-31,1021,5,4,4,0,0.4444,1.0,37.5
2013-01-31,1021,5,2,2,0,0.2857,1.0,75.0
2013-02-28,1021,5,3,3,0,0.375,1.0,50.0
2013-03-31,1021,6,6,5,2,0.4545,0.9333,36.0
2013-04-30,1021,9,15,12,6,0.5714,0.8,22.5
2013-05-31,1021,11,11,9,2,0.45,0.9333,36.7
2013-06-30,1021,12,8,7,0,0.3684,1.0,51.4
2013-07-31,1021,13,10,9,0,0.4091,1.0,43.3
2013-08-31,1021,13,5,5,1,0.2778,0.9667,78.0
2013-09-30,1021,13,1,1,2,0.0714,0.9333,390.0
2013-10-31,1021,13,1,1,1,0.0714,0.9667,390.0
2013-11-30,1021,13,1,1,1,0.0714,0.9667,390.0
2013-12-31,1021,13,1,1,1,0.0714,0.9667,390.0
2014-01-31,1021,13,1,1,2,0.0714,0.9333,390.0
2014-02-28,1021,13,1,1,0,0.0714,1.0,390.0
2014-03-31,1021,13,1,1,2,0.0714,0.9333,390.0
2014-04-30,1021,13,3,3,1,0.1875,0.9667,130.0
2014-05-31,1021,13,1,1,0,0.0714,1.0,390.0
2014-06-30,1021,13,1,1,0,0.0714,1.0,390.0
2014-07-31,1021,13,1,1,1,0.0714,0.9667,390.0
2014-08-31,1021,13,1,1,1,0.0714,0.9667,390.0
2014-10-31,1021,13,1,1,2,0.0714,0.9333,390.0
2015-06-30,1021,13,1,1,1,0.0714,0.9667,390.0
2016-06-30,1021,13,3,3,0,0.1875,1.0,130.0
2017-06-30,1021,13,1,1,2,0.0714,0.9333,390.0
2021-02-28,522,3,1,1,0,0.25,1.0,90.0
2019-04-30,115,22,8,7,2,0.2414,0.9333,94.3
2019-05-31,115,22,3,3,2,0.12,0.9333,220.0
2019-06-30,115,22,3,3,0,0.12,1.0,220.0
2019-07-31,115,22,1,1,2,0.0435,0.9333,660.0
2019-08-31,115,22,6,6,0,0.2143,1.0,110.0
2019-09-30,115,22,1,1,1,0.0435,0.9667,660.0
2019-10-31,115,22,1,1,2,0.0435,0.9333,660.0
2019-11-30,115,22,1,1,0,0.0435,1.0,660.0
2019-12-31,115,22,1,1,2,0.0435,0.9333,660.0
2020-03-31,115,22,1,1,0,0.0435,1.0,660.0
2020-04-30,115,22,3,3,0,0.12,1.0,220.0
2020-05-31,115,22,2,2,0,0.0833,1.0,330.0
2020-06-30,115,22,1,1,1,0.0435,0.9667,660.0
2020-08-31,115,22,3,3,0,0.12,1.0,220.0
2020-10-31,115,22,5,5,1,0.1852,0.9667,132.0
2020-11-30,115,22,3,3,2,0.12,0.9333,220.0
2021-02-28,115,22,6,6,2,0.2143,0.9333,110.0
2021-03-31,115,22,3,3,1,0.12,0.9667,220.0
2021-04-30,115,24,12,10,0,0.2941,1.0,72.0
2021-05-31,115,27,16,13,0,0.325,1.0,62.3
2021-06-30,115,28,7,6,0,0.1765,1.0,140.0
2021-07-31,115,28,3,3,1,0.0968,0.9667,280.0
2021-08-31,115,28,2,2,0,0.0667,1.0,420.0
2021-09-30,115,28,5,5,2,0.1515,0.9333,168.0
2021-10-31,115,28,3,3,1,0.0968,0.9667,280.0
2021-12-31,115,28,1,1,1,0.0345,0.9667,840.0
2022-01-31,115,28,1,1,2,0.0345,0.9333,840.0
2022-03-31,115,28,3,3,1,0.0968,0.9667,280.0
2022-04-30,115,28,1,1,1,0.0345,0.9667,840.0
2022-05-31,115,28,1,1,1,0.0345,0.9667,840.0
2022-06-30,115,28,1,1,0,0.0345,1.0,840.0
2012-07-31,1763,81,29,26,2,0.243,0.9333,93.5
2012-08-31,1763,84,23,20,2,0.1923,0.9333,126.0
2012-09-30,1763,85,13,12,2,0.1237,0.9333,212.5
2012-10-31,1763,85,3,3,2,0.0341,0.9333,850.0
2012-11-30,1763,86,7,6,2,0.0652,0.9333,430.0
2012-12-31,1763,87,8,7,0,0.0745,1.0,372.9
2013-01-31,1763,89,10,8,0,0.0825,1.0,333.8
2013-02-28,1763,90,10,9,1,0.0909,0.9667,300.0
2013-03-31,1763,92,13,11,2,0.1068,0.9333,250.9
2013-04-30,1763,95,31,28,0,0.2276,1.0,101.8
2013-05-31,1763,96,13,12,2,0.1111,0.9333,240.0
2013-06-30,1763,98,16,14,1,0.125,0.9667,210.0
2013-07-31,1763,99,12,11,1,0.1,0.9667,270.0
2013-08-31,1763,101,16,14,2,0.1217,0.9333,216.4
2013-09-30,1763,101,8,8,2,0.0734,0.9333,378.8
2013-10-31,1763,101,7,7,0,0.0648,1.0,432.9
2013-11-30,1763,101,4,4,0,0.0381,1.0,757.5
2013-12-31,1763,102,7,6,2,0.0556,0.9333,510.0
2014-01-31,1763,103,7,6,0,0.055,1.0,515.0
2014-02-28,1763,104,9,8,0,0.0714,1.0,390.0
2014-03-31,1763,105,17,16,1,0.1322,0.9667,196.9
2014-04-30,1763,108,25,22,2,0.1692,0.9333,147.3
2014-05-31,1763,112,29,25,0,0.1825,1.0,134.4
2014-06-30,1763,112,8,8,0,0.0667,1.0,420.0
2014-07-31,1763,115,15,12,1,0.0945,0.9667,287.5
2014-08-31,1763,118,19,16,1,0.1194,0.9667,221.2
2014-09-30,1763,120,11,9,2,0.0698,0.9333,400.0
2014-10-31,1763,120,3,3,2,0.0244,0.9333,1200.0
2014-11-30,1763,120,3,3,0,0.0244,1.0,1200.0
2014-12-31,1763,120,6,6,0,0.0476,1.0,600.0
2015-01-31,1763,120,4,4,0,0.0323,1.0,900.0
2015-02-28,1763,121,7,6,2,0.0472,0.9333,605.0
2015-03-31,1763,122,8,7,2,0.0543,0.9333,522.9
2015-04-30,1763,126,23,19,2,0.131,0.9333,198.9
2015-05-31,1763,128,11,9,2,0.0657,0.9333,426.7
2015-06-30,1763,130,13,11,1,0.078,0.9667,354.5
2015-07-31,1763,131,6,5,1,0.0368,0.9667,786.0
2015-08-31,1763,133,13,11,0,0.0764,1.0,362.7
2015-09-30,1763,134,12,11,1,0.0759,0.9667,365.5
2015-10-31,1763,134,3,3,0,0.0219,1.0,1340.0
2015-11-30,1763,134,6,6,0,0.0429,1.0,670.0
2015-12-31,1763,134,3,3,1,0.0219,0.9667,1340.0
2016-02-29,1763,134,3,3,1,0.0219,0.9667,1340.0
2016-03-31,1763,134,5,5,1,0.036,0.9667,804.0
2016-04-30,1763,135,10,9,2,0.0625,0.9333,450.0
2016-05-31,1763,136,8,7,0,0.049,1.0,582.9
2016-06-30,1763,137,7,6,2,0.042,0.9333,685.0
2016-07-31,1763,137,4,4,2,0.0284,0.9333,1027.5
2016-08-31,1763,137,5,5,0,0.0352,1.0,822.0
2016-09-30,1763,137,2,2,2,0.0144,0.9333,2055.0
2016-10-31,1763,137,1,1,1,0.0072,0.9667,4110.0
2016-11-30,1763,138,7,6,2,0.0417,0.9333,690.0
2017-01-31,1763,138,2,2,1,0.0143,0.9667,2070.0
